trade_week,操作,ETF名称,ts_code,板块,上周权重(%),本周权重(%),Δ权重(pp),Gate,Regime_csi
2021-03-26,🟢 BUY,酒ETF,512690.SH,大消费,0.0,8.36,8.36,RISK-ON,OFF
2021-03-26,🟡 REBAL,红利ETF,515080.SH,红利,8.41,14.63,6.22,RISK-ON,OFF
2021-03-26,🔴 SELL,钢铁ETF,515210.SH,周期资源,8.41,0.0,-8.41,RISK-ON,OFF
2021-03-26,🟢 BUY,煤炭ETF,515220.SH,周期资源,0.0,6.27,6.27,RISK-ON,OFF
2021-04-02,🔴 SELL,黄金ETF,159934.SZ,周期资源,8.36,0.0,-8.36,RISK-ON,ON
2021-04-02,🔴 SELL,有色ETF,159980.SZ,周期资源,6.27,0.0,-6.27,RISK-ON,ON
2021-04-02,🟡 REBAL,创新药ETF,159992.SZ,医疗,6.27,12.59,6.32,RISK-ON,ON
2021-04-02,🟢 BUY,医药ETF,512010.SH,医疗,0.0,6.29,6.29,RISK-ON,ON
2021-04-02,🟢 BUY,半导体ETF,512480.SH,半导体芯片,0.0,12.59,12.59,RISK-ON,ON
2021-04-02,🟢 BUY,军工ETF,512660.SH,高端制造,0.0,6.29,6.29,RISK-ON,ON
2021-04-02,🟡 REBAL,酒ETF,512690.SH,大消费,8.36,12.59,4.23,RISK-ON,ON
2021-04-02,🔴 SELL,红利ETF,515080.SH,红利,14.63,0.0,-14.63,RISK-ON,ON
2021-04-02,🔴 SELL,煤炭ETF,515220.SH,周期资源,6.27,0.0,-6.27,RISK-ON,ON
2021-04-09,🔴 SELL,创新药ETF,159992.SZ,医疗,12.59,0.0,-12.59,RISK-ON,ON
2021-04-09,🟡 REBAL,医药ETF,512010.SH,医疗,6.29,12.43,6.13,RISK-ON,ON
2021-04-09,🟡 REBAL,半导体ETF,512480.SH,半导体芯片,12.59,12.43,-0.16,RISK-ON,ON
2021-04-09,🔴 SELL,军工ETF,512660.SH,高端制造,6.29,0.0,-6.29,RISK-ON,ON
2021-04-09,🟡 REBAL,酒ETF,512690.SH,大消费,12.59,6.21,-6.37,RISK-ON,ON
2021-04-09,🟢 BUY,钢铁ETF,515210.SH,周期资源,0.0,6.21,6.21,RISK-ON,ON
2021-04-09,🟢 BUY,AI_ETF,515980.SH,AI数字,0.0,12.43,12.43,RISK-ON,ON
2021-04-16,🔴 SELL,医药ETF,512010.SH,医疗,12.43,0.0,-12.43,RISK-ON,ON
2021-04-16,🟡 REBAL,半导体ETF,512480.SH,半导体芯片,12.43,12.75,0.32,RISK-ON,ON
2021-04-16,🟡 REBAL,酒ETF,512690.SH,大消费,6.21,12.75,6.53,RISK-ON,ON
2021-04-16,🟡 REBAL,钢铁ETF,515210.SH,周期资源,6.21,12.75,6.53,RISK-ON,ON
2021-04-16,🟡 REBAL,AI_ETF,515980.SH,AI数字,12.43,12.75,0.32,RISK-ON,ON
2021-04-23,🟡 REBAL,半导体ETF,512480.SH,半导体芯片,12.75,12.61,-0.13,RISK-ON,ON
2021-04-23,🟡 REBAL,酒ETF,512690.SH,大消费,12.75,6.31,-6.44,RISK-ON,ON
2021-04-23,🟢 BUY,新能源车ETF,515030.SH,新能源,0.0,6.31,6.31,RISK-ON,ON
2021-04-23,🟢 BUY,食品ETF,515170.SH,大消费,0.0,6.31,6.31,RISK-ON,ON
2021-04-23,🟡 REBAL,钢铁ETF,515210.SH,周期资源,12.75,12.61,-0.13,RISK-ON,ON
2021-04-23,🟢 BUY,煤炭ETF,515220.SH,周期资源,0.0,6.31,6.31,RISK-ON,ON
2021-04-23,🔴 SELL,AI_ETF,515980.SH,AI数字,12.75,0.0,-12.75,RISK-ON,ON
2021-04-30,🟢 BUY,有色ETF,159980.SZ,周期资源,0.0,6.47,6.47,RISK-ON,ON
2021-04-30,🟢 BUY,创新药ETF,159992.SZ,医疗,0.0,12.95,12.95,RISK-ON,ON
2021-04-30,🔴 SELL,半导体ETF,512480.SH,半导体芯片,12.61,0.0,-12.61,RISK-ON,ON
2021-04-30,🔴 SELL,酒ETF,512690.SH,大消费,6.31,0.0,-6.31,RISK-ON,ON
2021-04-30,🟡 REBAL,新能源车ETF,515030.SH,新能源,6.31,6.47,0.17,RISK-ON,ON
2021-04-30,🟢 BUY,红利ETF,515080.SH,红利,0.0,6.47,6.47,RISK-ON,ON
2021-04-30,🔴 SELL,食品ETF,515170.SH,大消费,6.31,0.0,-6.31,RISK-ON,ON
2021-04-30,🟡 REBAL,钢铁ETF,515210.SH,周期资源,12.61,6.47,-6.14,RISK-ON,ON
2021-04-30,🟡 REBAL,煤炭ETF,515220.SH,周期资源,6.31,12.95,6.64,RISK-ON,ON
2021-05-07,🟡 REBAL,有色ETF,159980.SZ,周期资源,6.47,6.46,-0.01,RISK-ON,ON
2021-05-07,🟡 REBAL,创新药ETF,159992.SZ,医疗,12.95,6.46,-6.49,RISK-ON,ON
2021-05-07,🟢 BUY,酒ETF,512690.SH,大消费,0.0,6.46,6.46,RISK-ON,ON
2021-05-07,🟡 REBAL,新能源车ETF,515030.SH,新能源,6.47,6.46,-0.01,RISK-ON,ON
2021-05-07,🟡 REBAL,红利ETF,515080.SH,红利,6.47,6.46,-0.01,RISK-ON,ON
2021-05-07,🟡 REBAL,钢铁ETF,515210.SH,周期资源,6.47,6.46,-0.01,RISK-ON,ON
2021-05-07,🟡 REBAL,煤炭ETF,515220.SH,周期资源,12.95,12.92,-0.03,RISK-ON,ON
2021-05-13,🔴 SELL,有色ETF,159980.SZ,周期资源,6.46,0.0,-6.46,RISK-ON,ON
2021-05-13,🟡 REBAL,创新药ETF,159992.SZ,医疗,6.46,6.48,0.02,RISK-ON,ON
2021-05-13,🟡 REBAL,酒ETF,512690.SH,大消费,6.46,6.48,0.02,RISK-ON,ON
2021-05-13,🟡 REBAL,新能源车ETF,515030.SH,新能源,6.46,6.48,0.02,RISK-ON,ON
2021-05-13,🔴 SELL,红利ETF,515080.SH,红利,6.46,0.0,-6.46,RISK-ON,ON
2021-05-13,🔴 SELL,钢铁ETF,515210.SH,周期资源,6.46,0.0,-6.46,RISK-ON,ON
2021-05-13,🟡 REBAL,煤炭ETF,515220.SH,周期资源,12.92,6.48,-6.44,RISK-ON,ON
2021-05-14,🟢 BUY,有色ETF,159980.SZ,周期资源,0.0,6.49,6.49,RISK-ON,ON
2021-05-14,🟡 REBAL,创新药ETF,159992.SZ,医疗,6.48,12.98,6.49,RISK-ON,ON
2021-05-14,🟢 BUY,医药ETF,512010.SH,医疗,0.0,6.49,6.49,RISK-ON,ON
2021-05-14,🔴 SELL,酒ETF,512690.SH,大消费,6.48,0.0,-6.48,RISK-ON,ON
2021-05-14,🟢 BUY,证券ETF,512880.SH,大金融,0.0,6.49,6.49,RISK-ON,ON
2021-05-14,🔴 SELL,新能源车ETF,515030.SH,新能源,6.48,0.0,-6.48,RISK-ON,ON
2021-05-14,🟢 BUY,食品ETF,515170.SH,大消费,0.0,6.49,6.49,RISK-ON,ON
2021-05-14,🟡 REBAL,煤炭ETF,515220.SH,周期资源,6.48,12.98,6.49,RISK-ON,ON
2021-05-21,🔴 SELL,有色ETF,159980.SZ,周期资源,6.49,0.0,-6.49,RISK-ON,ON
2021-05-21,🔴 SELL,创新药ETF,159992.SZ,医疗,12.98,0.0,-12.98,RISK-ON,ON
2021-05-21,🔴 SELL,医药ETF,512010.SH,医疗,6.49,0.0,-6.49,RISK-ON,ON
2021-05-21,🟢 BUY,军工ETF,512660.SH,高端制造,0.0,12.84,12.84,RISK-ON,ON
2021-05-21,🟢 BUY,酒ETF,512690.SH,大消费,0.0,6.42,6.42,RISK-ON,ON
2021-05-21,🟡 REBAL,证券ETF,512880.SH,大金融,6.49,6.42,-0.07,RISK-ON,ON
2021-05-21,🟢 BUY,新能源车ETF,515030.SH,新能源,0.0,12.84,12.84,RISK-ON,ON
2021-05-21,🟢 BUY,红利ETF,515080.SH,红利,0.0,6.42,6.42,RISK-ON,ON
2021-05-21,🟡 REBAL,食品ETF,515170.SH,大消费,6.49,6.42,-0.07,RISK-ON,ON
2021-05-21,🔴 SELL,煤炭ETF,515220.SH,周期资源,12.98,0.0,-12.98,RISK-ON,ON
2021-05-28,🟢 BUY,半导体ETF,512480.SH,半导体芯片,0.0,6.15,6.15,RISK-ON,OFF
2021-05-28,🟡 REBAL,军工ETF,512660.SH,高端制造,12.84,6.15,-6.7,RISK-ON,OFF
2021-05-28,🟡 REBAL,酒ETF,512690.SH,大消费,6.42,6.15,-0.27,RISK-ON,OFF
2021-05-28,🔴 SELL,证券ETF,512880.SH,大金融,6.42,0.0,-6.42,RISK-ON,OFF
2021-05-28,🟡 REBAL,新能源车ETF,515030.SH,新能源,12.84,12.29,-0.55,RISK-ON,OFF
2021-05-28,🔴 SELL,红利ETF,515080.SH,红利,6.42,0.0,-6.42,RISK-ON,OFF
2021-05-28,🟡 REBAL,食品ETF,515170.SH,大消费,6.42,6.15,-0.27,RISK-ON,OFF
2021-05-28,🟢 BUY,软件ETF,515230.SH,AI数字,0.0,6.15,6.15,RISK-ON,OFF
2021-05-28,🟢 BUY,AI_ETF,515980.SH,AI数字,0.0,6.15,6.15,RISK-ON,OFF
2021-06-04,🟡 REBAL,半导体ETF,512480.SH,半导体芯片,6.15,12.33,6.18,RISK-ON,OFF
2021-06-04,🟡 REBAL,军工ETF,512660.SH,高端制造,6.15,6.16,0.02,RISK-ON,OFF
2021-06-04,🔴 SELL,酒ETF,512690.SH,大消费,6.15,0.0,-6.15,RISK-ON,OFF
2021-06-04,🟡 REBAL,新能源车ETF,515030.SH,新能源,12.29,12.33,0.04,RISK-ON,OFF
2021-06-04,🟡 REBAL,食品ETF,515170.SH,大消费,6.15,12.33,6.18,RISK-ON,OFF
2021-06-04,🟡 REBAL,软件ETF,515230.SH,AI数字,6.15,6.16,0.02,RISK-ON,OFF
2021-06-04,🔴 SELL,AI_ETF,515980.SH,AI数字,6.15,0.0,-6.15,RISK-ON,OFF
2021-06-11,🟢 BUY,光伏ETF,159857.SZ,新能源,0.0,6.18,6.18,RISK-ON,OFF
2021-06-11,🟢 BUY,化工ETF,159870.SZ,周期资源,0.0,6.18,6.18,RISK-ON,OFF
2021-06-11,🟡 REBAL,半导体ETF,512480.SH,半导体芯片,12.33,6.18,-6.15,RISK-ON,OFF
2021-06-11,🔴 SELL,军工ETF,512660.SH,高端制造,6.16,0.0,-6.16,RISK-ON,OFF
2021-06-11,🟡 REBAL,新能源车ETF,515030.SH,新能源,12.33,12.36,0.03,RISK-ON,OFF
2021-06-11,🔴 SELL,食品ETF,515170.SH,大消费,12.33,0.0,-12.33,RISK-ON,OFF
2021-06-11,🟡 REBAL,软件ETF,515230.SH,AI数字,6.16,12.36,6.2,RISK-ON,OFF
2021-06-11,🟢 BUY,通信ETF,515880.SH,通信光模块,0.0,6.18,6.18,RISK-ON,OFF
2021-06-18,🔴 SELL,光伏ETF,159857.SZ,新能源,6.18,0.0,-6.18,RISK-ON,OFF
2021-06-18,🔴 SELL,化工ETF,159870.SZ,周期资源,6.18,0.0,-6.18,RISK-ON,OFF
2021-06-18,🟡 REBAL,半导体ETF,512480.SH,半导体芯片,6.18,12.51,6.33,RISK-ON,OFF
2021-06-18,🟢 BUY,军工ETF,512660.SH,高端制造,0.0,6.26,6.26,RISK-ON,OFF
2021-06-18,🟡 REBAL,新能源车ETF,515030.SH,新能源,12.36,6.26,-6.11,RISK-ON,OFF
2021-06-18,🟡 REBAL,软件ETF,515230.SH,AI数字,12.36,6.26,-6.11,RISK-ON,OFF
2021-06-18,🟡 REBAL,通信ETF,515880.SH,通信光模块,6.18,12.51,6.33,RISK-ON,OFF
2021-06-18,🟢 BUY,AI_ETF,515980.SH,AI数字,0.0,6.26,6.26,RISK-ON,OFF
2021-06-24,🟡 REBAL,半导体ETF,512480.SH,半导体芯片,12.51,6.73,-5.79,RISK-ON,OFF
2021-06-24,🔴 SELL,军工ETF,512660.SH,高端制造,6.26,0.0,-6.26,RISK-ON,OFF
2021-06-24,🟡 REBAL,新能源车ETF,515030.SH,新能源,6.26,6.73,0.47,RISK-ON,OFF
2021-06-24,🟡 REBAL,软件ETF,515230.SH,AI数字,6.26,6.73,0.47,RISK-ON,OFF
2021-06-24,🟡 REBAL,通信ETF,515880.SH,通信光模块,12.51,6.73,-5.79,RISK-ON,OFF
2021-06-24,🔴 SELL,AI_ETF,515980.SH,AI数字,6.26,0.0,-6.26,RISK-ON,OFF
2021-06-25,🟢 BUY,光伏ETF,159857.SZ,新能源,0.0,14.75,14.75,RISK-ON,OFF
2021-06-25,🟡 REBAL,半导体ETF,512480.SH,半导体芯片,6.73,14.75,8.02,RISK-ON,OFF
2021-06-25,🟢 BUY,军工ETF,512660.SH,高端制造,0.0,7.37,7.37,RISK-ON,OFF
2021-06-25,🔴 SELL,新能源车ETF,515030.SH,新能源,6.73,0.0,-6.73,RISK-ON,OFF
2021-06-25,🟢 BUY,煤炭ETF,515220.SH,周期资源,0.0,7.37,7.37,RISK-ON,OFF
2021-06-25,🔴 SELL,软件ETF,515230.SH,AI数字,6.73,0.0,-6.73,RISK-ON,OFF
2021-06-25,🟡 REBAL,通信ETF,515880.SH,通信光模块,6.73,7.37,0.65,RISK-ON,OFF
2021-06-25,🟢 BUY,AI_ETF,515980.SH,AI数字,0.0,7.37,7.37,RISK-ON,OFF
2021-07-02,🟡 REBAL,光伏ETF,159857.SZ,新能源,14.75,15.27,0.52,RISK-ON,OFF
2021-07-02,🟡 REBAL,半导体ETF,512480.SH,半导体芯片,14.75,15.27,0.52,RISK-ON,OFF
2021-07-02,🔴 SELL,军工ETF,512660.SH,高端制造,7.37,0.0,-7.37,RISK-ON,OFF
2021-07-02,🟢 BUY,新能源车ETF,515030.SH,新能源,0.0,7.64,7.64,RISK-ON,OFF
2021-07-02,🟢 BUY,红利ETF,515080.SH,红利,0.0,7.64,7.64,RISK-ON,OFF
2021-07-02,🔴 SELL,煤炭ETF,515220.SH,周期资源,7.37,0.0,-7.37,RISK-ON,OFF
2021-07-02,🟡 REBAL,通信ETF,515880.SH,通信光模块,7.37,7.64,0.26,RISK-ON,OFF
2021-07-02,🟡 REBAL,AI_ETF,515980.SH,AI数字,7.37,7.64,0.26,RISK-ON,OFF
2021-07-09,🟡 REBAL,光伏ETF,159857.SZ,新能源,15.27,8.95,-6.32,RISK-ON,OFF
2021-07-09,🟢 BUY,化工ETF,159870.SZ,周期资源,0.0,17.89,17.89,RISK-ON,OFF
2021-07-09,🟡 REBAL,半导体ETF,512480.SH,半导体芯片,15.27,8.95,-6.32,RISK-ON,OFF
2021-07-09,🟡 REBAL,新能源车ETF,515030.SH,新能源,7.64,17.89,10.26,RISK-ON,OFF
2021-07-09,🟡 REBAL,红利ETF,515080.SH,红利,7.64,8.95,1.31,RISK-ON,OFF
2021-07-09,🟢 BUY,钢铁ETF,515210.SH,周期资源,0.0,8.95,8.95,RISK-ON,OFF
2021-07-09,🔴 SELL,通信ETF,515880.SH,通信光模块,7.64,0.0,-7.64,RISK-ON,OFF
2021-07-09,🔴 SELL,AI_ETF,515980.SH,AI数字,7.64,0.0,-7.64,RISK-ON,OFF
2021-07-16,🟡 REBAL,光伏ETF,159857.SZ,新能源,8.95,18.95,10.0,RISK-ON,OFF
2021-07-16,🟡 REBAL,化工ETF,159870.SZ,周期资源,17.89,9.47,-8.42,RISK-ON,OFF
2021-07-16,🟡 REBAL,半导体ETF,512480.SH,半导体芯片,8.95,9.47,0.53,RISK-ON,OFF
2021-07-16,🟢 BUY,军工ETF,512660.SH,高端制造,0.0,9.47,9.47,RISK-ON,OFF
2021-07-16,🟡 REBAL,新能源车ETF,515030.SH,新能源,17.89,9.47,-8.42,RISK-ON,OFF
2021-07-16,🔴 SELL,红利ETF,515080.SH,红利,8.95,0.0,-8.95,RISK-ON,OFF
2021-07-16,🟡 REBAL,钢铁ETF,515210.SH,周期资源,8.95,18.95,10.0,RISK-ON,OFF
2021-07-23,🟡 REBAL,光伏ETF,159857.SZ,新能源,18.95,17.57,-1.38,RISK-ON,OFF
2021-07-23,🟡 REBAL,化工ETF,159870.SZ,周期资源,9.47,8.78,-0.69,RISK-ON,OFF
2021-07-23,🟢 BUY,云计算ETF,159890.SZ,AI数字,0.0,8.78,8.78,RISK-ON,OFF
2021-07-23,🟡 REBAL,半导体ETF,512480.SH,半导体芯片,9.47,8.78,-0.69,RISK-ON,OFF
2021-07-23,🟡 REBAL,军工ETF,512660.SH,高端制造,9.47,8.78,-0.69,RISK-ON,OFF
2021-07-23,🔴 SELL,新能源车ETF,515030.SH,新能源,9.47,0.0,-9.47,RISK-ON,OFF
2021-07-23,🟡 REBAL,钢铁ETF,515210.SH,周期资源,18.95,17.57,-1.38,RISK-ON,OFF
2021-07-30,🟡 REBAL,光伏ETF,159857.SZ,新能源,17.57,17.98,0.41,RISK-ON,OFF
2021-07-30,🟡 REBAL,化工ETF,159870.SZ,周期资源,8.78,8.99,0.21,RISK-ON,OFF
2021-07-30,🔴 SELL,云计算ETF,159890.SZ,AI数字,8.78,0.0,-8.78,RISK-ON,OFF
2021-07-30,🟢 BUY,有色ETF,159980.SZ,周期资源,0.0,8.99,8.99,RISK-ON,OFF
2021-07-30,🟡 REBAL,半导体ETF,512480.SH,半导体芯片,8.78,8.99,0.21,RISK-ON,OFF
2021-07-30,🟡 REBAL,军工ETF,512660.SH,高端制造,8.78,8.99,0.21,RISK-ON,OFF
2021-07-30,🟡 REBAL,钢铁ETF,515210.SH,周期资源,17.57,17.98,0.41,RISK-ON,OFF
2021-08-06,🟡 REBAL,光伏ETF,159857.SZ,新能源,17.98,19.18,1.2,RISK-ON,OFF
2021-08-06,🔴 SELL,化工ETF,159870.SZ,周期资源,8.99,0.0,-8.99,RISK-ON,OFF
2021-08-06,🟢 BUY,云计算ETF,159890.SZ,AI数字,0.0,9.59,9.59,RISK-ON,OFF
2021-08-06,🔴 SELL,有色ETF,159980.SZ,周期资源,8.99,0.0,-8.99,RISK-ON,OFF
2021-08-06,🔴 SELL,半导体ETF,512480.SH,半导体芯片,8.99,0.0,-8.99,RISK-ON,OFF
2021-08-06,🟡 REBAL,军工ETF,512660.SH,高端制造,8.99,9.59,0.6,RISK-ON,OFF
2021-08-06,🟡 REBAL,钢铁ETF,515210.SH,周期资源,17.98,9.59,-8.39,RISK-ON,OFF
2021-08-06,🟢 BUY,煤炭ETF,515220.SH,周期资源,0.0,19.18,19.18,RISK-ON,OFF
2021-08-06,🟢 BUY,通信ETF,515880.SH,通信光模块,0.0,9.59,9.59,RISK-ON,OFF
2021-08-13,🟡 REBAL,光伏ETF,159857.SZ,新能源,19.18,19.22,0.04,RISK-ON,OFF
2021-08-13,🔴 SELL,云计算ETF,159890.SZ,AI数字,9.59,0.0,-9.59,RISK-ON,OFF
2021-08-13,🟡 REBAL,军工ETF,512660.SH,高端制造,9.59,9.61,0.02,RISK-ON,OFF
2021-08-13,🟡 REBAL,钢铁ETF,515210.SH,周期资源,9.59,9.61,0.02,RISK-ON,OFF
2021-08-13,🟡 REBAL,煤炭ETF,515220.SH,周期资源,19.18,19.22,0.04,RISK-ON,OFF
2021-08-13,🟡 REBAL,通信ETF,515880.SH,通信光模块,9.59,19.22,9.63,RISK-ON,OFF
2021-08-20,🟡 REBAL,光伏ETF,159857.SZ,新能源,19.22,18.24,-0.98,RISK-ON,OFF
2021-08-20,🟡 REBAL,军工ETF,512660.SH,高端制造,9.61,9.12,-0.49,RISK-ON,OFF
2021-08-20,🟢 BUY,红利ETF,515080.SH,红利,0.0,9.12,9.12,RISK-ON,OFF
2021-08-20,🔴 SELL,钢铁ETF,515210.SH,周期资源,9.61,0.0,-9.61,RISK-ON,OFF
2021-08-20,🟡 REBAL,煤炭ETF,515220.SH,周期资源,19.22,18.24,-0.98,RISK-ON,OFF
2021-08-20,🟡 REBAL,通信ETF,515880.SH,通信光模块,19.22,18.24,-0.98,RISK-ON,OFF
2021-08-27,🟡 REBAL,光伏ETF,159857.SZ,新能源,18.24,16.68,-1.56,RISK-ON,OFF
2021-08-27,🟢 BUY,房地产ETF,512200.SH,地产链,0.0,8.34,8.34,RISK-ON,OFF
2021-08-27,🟡 REBAL,军工ETF,512660.SH,高端制造,9.12,8.34,-0.78,RISK-ON,OFF
2021-08-27,🟡 REBAL,红利ETF,515080.SH,红利,9.12,16.68,7.56,RISK-ON,OFF
2021-08-27,🟢 BUY,钢铁ETF,515210.SH,周期资源,0.0,8.34,8.34,RISK-ON,OFF
2021-08-27,🟡 REBAL,煤炭ETF,515220.SH,周期资源,18.24,8.34,-9.9,RISK-ON,OFF
2021-08-27,🔴 SELL,通信ETF,515880.SH,通信光模块,18.24,0.0,-18.24,RISK-ON,OFF
2021-09-03,🔴 SELL,光伏ETF,159857.SZ,新能源,16.68,0.0,-16.68,RISK-ON,OFF
2021-09-03,🟡 REBAL,房地产ETF,512200.SH,地产链,8.34,16.66,8.32,RISK-ON,OFF
2021-09-03,🔴 SELL,军工ETF,512660.SH,高端制造,8.34,0.0,-8.34,RISK-ON,OFF
2021-09-03,🟢 BUY,证券ETF,512880.SH,大金融,0.0,8.33,8.33,RISK-ON,OFF
2021-09-03,🟡 REBAL,红利ETF,515080.SH,红利,16.68,16.66,-0.02,RISK-ON,OFF
2021-09-03,🟡 REBAL,煤炭ETF,515220.SH,周期资源,8.34,16.66,8.32,RISK-ON,OFF
2021-09-10,🟢 BUY,游戏ETF,159869.SZ,AI数字,0.0,7.89,7.89,RISK-ON,OFF
2021-09-10,🟡 REBAL,房地产ETF,512200.SH,地产链,16.66,7.89,-8.76,RISK-ON,OFF
2021-09-10,🟡 REBAL,证券ETF,512880.SH,大金融,8.33,7.89,-0.43,RISK-ON,OFF
2021-09-10,🟡 REBAL,红利ETF,515080.SH,红利,16.66,15.79,-0.87,RISK-ON,OFF
2021-09-10,🟡 REBAL,钢铁ETF,515210.SH,周期资源,8.33,7.89,-0.43,RISK-ON,OFF
2021-09-10,🟡 REBAL,煤炭ETF,515220.SH,周期资源,16.66,15.79,-0.87,RISK-ON,OFF
2021-09-17,🟡 REBAL,游戏ETF,159869.SZ,AI数字,7.89,7.41,-0.49,RISK-ON,OFF
2021-09-17,🔴 SELL,房地产ETF,512200.SH,地产链,7.89,0.0,-7.89,RISK-ON,OFF
2021-09-17,🟢 BUY,酒ETF,512690.SH,大消费,0.0,7.41,7.41,RISK-ON,OFF
2021-09-17,🔴 SELL,证券ETF,512880.SH,大金融,7.89,0.0,-7.89,RISK-ON,OFF
2021-09-17,🟢 BUY,新能源车ETF,515030.SH,新能源,0.0,7.41,7.41,RISK-ON,OFF
2021-09-17,🟡 REBAL,红利ETF,515080.SH,红利,15.79,14.82,-0.97,RISK-ON,OFF
2021-09-17,🟡 REBAL,钢铁ETF,515210.SH,周期资源,7.89,7.41,-0.49,RISK-ON,OFF
2021-09-17,🟡 REBAL,煤炭ETF,515220.SH,周期资源,15.79,14.82,-0.97,RISK-ON,OFF
2021-09-24,🟢 BUY,畜牧ETF,159867.SZ,农业,0.0,14.96,14.96,RISK-ON,OFF
2021-09-24,🟡 REBAL,游戏ETF,159869.SZ,AI数字,7.41,7.48,0.07,RISK-ON,OFF
2021-09-24,🟢 BUY,房地产ETF,512200.SH,地产链,0.0,14.96,14.96,RISK-ON,OFF
2021-09-24,🟡 REBAL,酒ETF,512690.SH,大消费,7.41,7.48,0.07,RISK-ON,OFF
2021-09-24,🔴 SELL,新能源车ETF,515030.SH,新能源,7.41,0.0,-7.41,RISK-ON,OFF
2021-09-24,🔴 SELL,红利ETF,515080.SH,红利,14.82,0.0,-14.82,RISK-ON,OFF
2021-09-24,🔴 SELL,钢铁ETF,515210.SH,周期资源,7.41,0.0,-7.41,RISK-ON,OFF
2021-09-24,🟡 REBAL,煤炭ETF,515220.SH,周期资源,14.82,14.96,0.14,RISK-ON,OFF
2021-09-30,🟡 REBAL,畜牧ETF,159867.SZ,农业,14.96,15.1,0.14,RISK-ON,OFF
2021-09-30,🔴 SELL,游戏ETF,159869.SZ,AI数字,7.48,0.0,-7.48,RISK-ON,OFF
2021-09-30,🟢 BUY,医疗器械ETF,159883.SZ,医疗,0.0,7.55,7.55,RISK-ON,OFF
2021-09-30,🟢 BUY,医药ETF,512010.SH,医疗,0.0,15.1,15.1,RISK-ON,OFF
2021-09-30,🟡 REBAL,房地产ETF,512200.SH,地产链,14.96,7.55,-7.41,RISK-ON,OFF
2021-09-30,🔴 SELL,酒ETF,512690.SH,大消费,7.48,0.0,-7.48,RISK-ON,OFF
2021-09-30,🟢 BUY,食品ETF,515170.SH,大消费,0.0,15.1,15.1,RISK-ON,OFF
2021-09-30,🔴 SELL,煤炭ETF,515220.SH,周期资源,14.96,0.0,-14.96,RISK-ON,OFF
2021-10-08,🟡 REBAL,畜牧ETF,159867.SZ,农业,15.1,15.2,0.1,RISK-ON,OFF
2021-10-08,🟡 REBAL,医疗器械ETF,159883.SZ,医疗,7.55,15.2,7.65,RISK-ON,OFF
2021-10-08,🟢 BUY,云计算ETF,159890.SZ,AI数字,0.0,7.6,7.6,RISK-ON,OFF
2021-10-08,🔴 SELL,医药ETF,512010.SH,医疗,15.1,0.0,-15.1,RISK-ON,OFF
2021-10-08,🟡 REBAL,房地产ETF,512200.SH,地产链,7.55,7.6,0.05,RISK-ON,OFF
2021-10-08,🟡 REBAL,食品ETF,515170.SH,大消费,15.1,15.2,0.1,RISK-ON,OFF
2021-10-15,🟡 REBAL,畜牧ETF,159867.SZ,农业,15.2,14.9,-0.3,RISK-ON,OFF
2021-10-15,🔴 SELL,医疗器械ETF,159883.SZ,医疗,15.2,0.0,-15.2,RISK-ON,OFF
2021-10-15,🟡 REBAL,云计算ETF,159890.SZ,AI数字,7.6,14.9,7.3,RISK-ON,OFF
2021-10-15,🟢 BUY,有色ETF,159980.SZ,周期资源,0.0,7.45,7.45,RISK-ON,OFF
2021-10-15,🟡 REBAL,房地产ETF,512200.SH,地产链,7.6,7.45,-0.15,RISK-ON,OFF
2021-10-15,🟡 REBAL,食品ETF,515170.SH,大消费,15.2,14.9,-0.3,RISK-ON,OFF
2021-10-22,🟡 REBAL,畜牧ETF,159867.SZ,农业,14.9,14.85,-0.05,RISK-ON,OFF
2021-10-22,🔴 SELL,云计算ETF,159890.SZ,AI数字,14.9,0.0,-14.9,RISK-ON,OFF
2021-10-22,🟡 REBAL,有色ETF,159980.SZ,周期资源,7.45,7.42,-0.03,RISK-ON,OFF
2021-10-22,🔴 SELL,房地产ETF,512200.SH,地产链,7.45,0.0,-7.45,RISK-ON,OFF
2021-10-22,🟢 BUY,银行ETF,512800.SH,大金融,0.0,7.42,7.42,RISK-ON,OFF
2021-10-22,🟢 BUY,新能源车ETF,515030.SH,新能源,0.0,7.42,7.42,RISK-ON,OFF
2021-10-22,🟡 REBAL,食品ETF,515170.SH,大消费,14.9,14.85,-0.05,RISK-ON,OFF
2021-10-22,🟢 BUY,AI_ETF,515980.SH,AI数字,0.0,7.42,7.42,RISK-ON,OFF
2021-10-29,🟢 BUY,电池ETF,159755.SZ,新能源,0.0,14.81,14.81,RISK-ON,OFF
2021-10-29,🟢 BUY,光伏ETF,159857.SZ,新能源,0.0,7.4,7.4,RISK-ON,OFF
2021-10-29,🟡 REBAL,畜牧ETF,159867.SZ,农业,14.85,7.4,-7.44,RISK-ON,OFF
2021-10-29,🟢 BUY,游戏ETF,159869.SZ,AI数字,0.0,7.4,7.4,RISK-ON,OFF
2021-10-29,🔴 SELL,有色ETF,159980.SZ,周期资源,7.42,0.0,-7.42,RISK-ON,OFF
2021-10-29,🟢 BUY,军工ETF,512660.SH,高端制造,0.0,7.4,7.4,RISK-ON,OFF
2021-10-29,🔴 SELL,银行ETF,512800.SH,大金融,7.42,0.0,-7.42,RISK-ON,OFF
