trade_week,操作,ETF名称,ts_code,板块,上周权重(%),本周权重(%),Δ权重(pp),Gate,Regime_csi
2020-07-17,🟡 REBAL,半导体ETF,512480.SH,半导体芯片,11.31,5.31,-6.0,RISK-ON,OFF
2020-07-17,🟡 REBAL,军工ETF,512660.SH,高端制造,5.66,10.61,4.96,RISK-ON,OFF
2020-07-17,🟡 REBAL,酒ETF,512690.SH,大消费,11.31,10.61,-0.7,RISK-ON,OFF
2020-07-17,🟡 REBAL,证券ETF,512880.SH,大金融,5.66,5.31,-0.35,RISK-ON,OFF
2020-07-17,🟢 BUY,红利ETF,515080.SH,红利,0.0,5.31,5.31,RISK-ON,OFF
2020-07-17,🔴 SELL,煤炭ETF,515220.SH,周期资源,5.66,0.0,-5.66,RISK-ON,OFF
2020-07-24,🟡 REBAL,创新药ETF,159992.SZ,医疗,5.31,10.62,5.32,RISK-ON,OFF
2020-07-24,🔴 SELL,半导体ETF,512480.SH,半导体芯片,5.31,0.0,-5.31,RISK-ON,OFF
2020-07-24,🟡 REBAL,军工ETF,512660.SH,高端制造,10.61,10.62,0.01,RISK-ON,OFF
2020-07-24,🟡 REBAL,酒ETF,512690.SH,大消费,10.61,10.62,0.01,RISK-ON,OFF
2020-07-24,🔴 SELL,证券ETF,512880.SH,大金融,5.31,0.0,-5.31,RISK-ON,OFF
2020-07-24,🟡 REBAL,红利ETF,515080.SH,红利,5.31,10.62,5.32,RISK-ON,OFF
2020-07-31,🟡 REBAL,创新药ETF,159992.SZ,医疗,10.62,10.48,-0.15,RISK-ON,OFF
2020-07-31,🟢 BUY,医药ETF,512010.SH,医疗,0.0,5.24,5.24,RISK-ON,OFF
2020-07-31,🟢 BUY,半导体ETF,512480.SH,半导体芯片,0.0,5.24,5.24,RISK-ON,OFF
2020-07-31,🟡 REBAL,军工ETF,512660.SH,高端制造,10.62,10.48,-0.15,RISK-ON,OFF
2020-07-31,🔴 SELL,酒ETF,512690.SH,大消费,10.62,0.0,-10.62,RISK-ON,OFF
2020-07-31,🟡 REBAL,红利ETF,515080.SH,红利,10.62,10.48,-0.15,RISK-ON,OFF
2020-08-07,🟢 BUY,黄金ETF,159934.SZ,周期资源,0.0,5.2,5.2,RISK-ON,OFF
2020-08-07,🟢 BUY,有色ETF,159980.SZ,周期资源,0.0,5.2,5.2,RISK-ON,OFF
2020-08-07,🟡 REBAL,创新药ETF,159992.SZ,医疗,10.48,10.41,-0.07,RISK-ON,OFF
2020-08-07,🟡 REBAL,医药ETF,512010.SH,医疗,5.24,5.2,-0.03,RISK-ON,OFF
2020-08-07,🔴 SELL,半导体ETF,512480.SH,半导体芯片,5.24,0.0,-5.24,RISK-ON,OFF
2020-08-07,🟡 REBAL,军工ETF,512660.SH,高端制造,10.48,5.2,-5.27,RISK-ON,OFF
2020-08-07,🟡 REBAL,红利ETF,515080.SH,红利,10.48,10.41,-0.07,RISK-ON,OFF
2020-08-14,🔴 SELL,黄金ETF,159934.SZ,周期资源,5.2,0.0,-5.2,RISK-ON,OFF
2020-08-14,🔴 SELL,有色ETF,159980.SZ,周期资源,5.2,0.0,-5.2,RISK-ON,OFF
2020-08-14,🔴 SELL,创新药ETF,159992.SZ,医疗,10.41,0.0,-10.41,RISK-ON,OFF
2020-08-14,🔴 SELL,医药ETF,512010.SH,医疗,5.2,0.0,-5.2,RISK-ON,OFF
2020-08-14,🟢 BUY,房地产ETF,512200.SH,地产链,0.0,10.13,10.13,RISK-ON,OFF
2020-08-14,🟢 BUY,半导体ETF,512480.SH,半导体芯片,0.0,5.06,5.06,RISK-ON,OFF
2020-08-14,🟡 REBAL,军工ETF,512660.SH,高端制造,5.2,10.13,4.92,RISK-ON,OFF
2020-08-14,🟡 REBAL,红利ETF,515080.SH,红利,10.41,10.13,-0.28,RISK-ON,OFF
2020-08-14,🟢 BUY,钢铁ETF,515210.SH,周期资源,0.0,5.06,5.06,RISK-ON,OFF
2020-08-21,🔴 SELL,房地产ETF,512200.SH,地产链,10.13,0.0,-10.13,RISK-ON,OFF
2020-08-21,🔴 SELL,半导体ETF,512480.SH,半导体芯片,5.06,0.0,-5.06,RISK-ON,OFF
2020-08-21,🟡 REBAL,军工ETF,512660.SH,高端制造,10.13,5.5,-4.63,RISK-ON,OFF
2020-08-21,🟢 BUY,酒ETF,512690.SH,大消费,0.0,11.01,11.01,RISK-ON,OFF
2020-08-21,🟢 BUY,证券ETF,512880.SH,大金融,0.0,5.5,5.5,RISK-ON,OFF
2020-08-21,🟡 REBAL,红利ETF,515080.SH,红利,10.13,11.01,0.88,RISK-ON,OFF
2020-08-21,🟡 REBAL,钢铁ETF,515210.SH,周期资源,5.06,5.5,0.44,RISK-ON,OFF
2020-08-21,🟢 BUY,AI_ETF,515980.SH,AI数字,0.0,5.5,5.5,RISK-ON,OFF
2020-08-28,🟢 BUY,有色ETF,159980.SZ,周期资源,0.0,5.88,5.88,RISK-ON,OFF
2020-08-28,🟢 BUY,房地产ETF,512200.SH,地产链,0.0,5.88,5.88,RISK-ON,OFF
2020-08-28,🟡 REBAL,军工ETF,512660.SH,高端制造,5.5,5.88,0.38,RISK-ON,OFF
2020-08-28,🟡 REBAL,酒ETF,512690.SH,大消费,11.01,11.76,0.75,RISK-ON,OFF
2020-08-28,🔴 SELL,证券ETF,512880.SH,大金融,5.5,0.0,-5.5,RISK-ON,OFF
2020-08-28,🟡 REBAL,红利ETF,515080.SH,红利,11.01,11.76,0.75,RISK-ON,OFF
2020-08-28,🟡 REBAL,钢铁ETF,515210.SH,周期资源,5.5,5.88,0.38,RISK-ON,OFF
2020-08-28,🔴 SELL,AI_ETF,515980.SH,AI数字,5.5,0.0,-5.5,RISK-ON,OFF
2020-09-04,🟡 REBAL,有色ETF,159980.SZ,周期资源,5.88,5.84,-0.04,RISK-ON,OFF
2020-09-04,🟡 REBAL,房地产ETF,512200.SH,地产链,5.88,5.84,-0.04,RISK-ON,OFF
2020-09-04,🔴 SELL,军工ETF,512660.SH,高端制造,5.88,0.0,-5.88,RISK-ON,OFF
2020-09-04,🟡 REBAL,酒ETF,512690.SH,大消费,11.76,11.69,-0.07,RISK-ON,OFF
2020-09-04,🟢 BUY,银行ETF,512800.SH,大金融,0.0,5.84,5.84,RISK-ON,OFF
2020-09-04,🟡 REBAL,红利ETF,515080.SH,红利,11.76,11.69,-0.07,RISK-ON,OFF
2020-09-04,🔴 SELL,钢铁ETF,515210.SH,周期资源,5.88,0.0,-5.88,RISK-ON,OFF
2020-09-04,🟢 BUY,煤炭ETF,515220.SH,周期资源,0.0,5.84,5.84,RISK-ON,OFF
2020-09-11,🟡 REBAL,有色ETF,159980.SZ,周期资源,5.84,5.9,0.06,RISK-ON,OFF
2020-09-11,🔴 SELL,房地产ETF,512200.SH,地产链,5.84,0.0,-5.84,RISK-ON,OFF
2020-09-11,🟡 REBAL,酒ETF,512690.SH,大消费,11.69,13.77,2.08,RISK-ON,OFF
2020-09-11,🔴 SELL,银行ETF,512800.SH,大金融,5.84,0.0,-5.84,RISK-ON,OFF
2020-09-11,🟡 REBAL,红利ETF,515080.SH,红利,11.69,7.87,-3.82,RISK-ON,OFF
2020-09-11,🟢 BUY,钢铁ETF,515210.SH,周期资源,0.0,5.9,5.9,RISK-ON,OFF
2020-09-11,🟡 REBAL,煤炭ETF,515220.SH,周期资源,5.84,13.77,7.93,RISK-ON,OFF
2020-09-18,🔴 SELL,有色ETF,159980.SZ,周期资源,5.9,0.0,-5.9,RISK-ON,OFF
2020-09-18,🟡 REBAL,酒ETF,512690.SH,大消费,13.77,13.21,-0.56,RISK-ON,OFF
2020-09-18,🟢 BUY,新能源车ETF,515030.SH,新能源,0.0,13.21,13.21,RISK-ON,OFF
2020-09-18,🟡 REBAL,红利ETF,515080.SH,红利,7.87,13.21,5.34,RISK-ON,OFF
2020-09-18,🔴 SELL,钢铁ETF,515210.SH,周期资源,5.9,0.0,-5.9,RISK-ON,OFF
2020-09-18,🟡 REBAL,煤炭ETF,515220.SH,周期资源,13.77,13.21,-0.56,RISK-ON,OFF
2020-09-25,🔴 SELL,酒ETF,512690.SH,大消费,13.21,0.0,-13.21,RISK-ON,OFF
2020-09-25,🟢 BUY,银行ETF,512800.SH,大金融,0.0,9.11,9.11,RISK-ON,OFF
2020-09-25,🟡 REBAL,新能源车ETF,515030.SH,新能源,13.21,15.94,2.74,RISK-ON,OFF
2020-09-25,🟡 REBAL,红利ETF,515080.SH,红利,13.21,6.83,-6.37,RISK-ON,OFF
2020-09-25,🟢 BUY,钢铁ETF,515210.SH,周期资源,0.0,6.83,6.83,RISK-ON,OFF
2020-09-25,🟡 REBAL,煤炭ETF,515220.SH,周期资源,13.21,15.94,2.74,RISK-ON,OFF
2020-09-30,🟡 REBAL,银行ETF,512800.SH,大金融,9.11,16.05,6.94,RISK-ON,OFF
2020-09-30,🟡 REBAL,新能源车ETF,515030.SH,新能源,15.94,16.05,0.1,RISK-ON,OFF
2020-09-30,🔴 SELL,红利ETF,515080.SH,红利,6.83,0.0,-6.83,RISK-ON,OFF
2020-09-30,🟡 REBAL,钢铁ETF,515210.SH,周期资源,6.83,6.88,0.04,RISK-ON,OFF
2020-09-30,🟡 REBAL,煤炭ETF,515220.SH,周期资源,15.94,16.05,0.1,RISK-ON,OFF
2020-10-09,🟢 BUY,医药ETF,512010.SH,医疗,0.0,13.72,13.72,RISK-ON,ON
2020-10-09,🟢 BUY,半导体ETF,512480.SH,半导体芯片,0.0,6.86,6.86,RISK-ON,ON
2020-10-09,🟢 BUY,军工ETF,512660.SH,高端制造,0.0,6.86,6.86,RISK-ON,ON
2020-10-09,🔴 SELL,银行ETF,512800.SH,大金融,16.05,0.0,-16.05,RISK-ON,ON
2020-10-09,🟡 REBAL,新能源车ETF,515030.SH,新能源,16.05,13.72,-2.33,RISK-ON,ON
2020-10-09,🟢 BUY,红利ETF,515080.SH,红利,0.0,6.86,6.86,RISK-ON,ON
2020-10-09,🔴 SELL,钢铁ETF,515210.SH,周期资源,6.88,0.0,-6.88,RISK-ON,ON
2020-10-09,🔴 SELL,煤炭ETF,515220.SH,周期资源,16.05,0.0,-16.05,RISK-ON,ON
2020-10-09,🟢 BUY,AI_ETF,515980.SH,AI数字,0.0,6.86,6.86,RISK-ON,ON
2020-10-16,🟢 BUY,创新药ETF,159992.SZ,医疗,0.0,6.87,6.87,RISK-ON,ON
2020-10-16,🟡 REBAL,医药ETF,512010.SH,医疗,13.72,13.73,0.02,RISK-ON,ON
2020-10-16,🔴 SELL,半导体ETF,512480.SH,半导体芯片,6.86,0.0,-6.86,RISK-ON,ON
2020-10-16,🟢 BUY,酒ETF,512690.SH,大消费,0.0,13.73,13.73,RISK-ON,ON
2020-10-16,🟡 REBAL,新能源车ETF,515030.SH,新能源,13.72,6.87,-6.85,RISK-ON,ON
2020-10-16,🔴 SELL,红利ETF,515080.SH,红利,6.86,0.0,-6.86,RISK-ON,ON
2020-10-16,🟢 BUY,煤炭ETF,515220.SH,周期资源,0.0,6.87,6.87,RISK-ON,ON
2020-10-16,🔴 SELL,AI_ETF,515980.SH,AI数字,6.86,0.0,-6.86,RISK-ON,ON
2020-10-23,🟢 BUY,有色ETF,159980.SZ,周期资源,0.0,6.61,6.61,RISK-ON,ON
2020-10-23,🔴 SELL,创新药ETF,159992.SZ,医疗,6.87,0.0,-6.87,RISK-ON,ON
2020-10-23,🔴 SELL,医药ETF,512010.SH,医疗,13.73,0.0,-13.73,RISK-ON,ON
2020-10-23,🔴 SELL,军工ETF,512660.SH,高端制造,6.87,0.0,-6.87,RISK-ON,ON
2020-10-23,🟡 REBAL,酒ETF,512690.SH,大消费,13.73,13.23,-0.51,RISK-ON,ON
2020-10-23,🟢 BUY,银行ETF,512800.SH,大金融,0.0,13.23,13.23,RISK-ON,ON
2020-10-23,🟡 REBAL,新能源车ETF,515030.SH,新能源,6.87,13.23,6.36,RISK-ON,ON
2020-10-23,🟢 BUY,红利ETF,515080.SH,红利,0.0,6.61,6.61,RISK-ON,ON
2020-10-23,🔴 SELL,煤炭ETF,515220.SH,周期资源,6.87,0.0,-6.87,RISK-ON,ON
2020-10-30,🔴 SELL,有色ETF,159980.SZ,周期资源,6.61,0.0,-6.61,RISK-ON,ON
2020-10-30,🟢 BUY,医药ETF,512010.SH,医疗,0.0,13.23,13.23,RISK-ON,ON
2020-10-30,🔴 SELL,银行ETF,512800.SH,大金融,13.23,0.0,-13.23,RISK-ON,ON
2020-10-30,🟡 REBAL,红利ETF,515080.SH,红利,6.61,13.23,6.62,RISK-ON,ON
2020-11-06,🔴 SELL,医药ETF,512010.SH,医疗,13.23,0.0,-13.23,RISK-ON,ON
2020-11-06,🟢 BUY,半导体ETF,512480.SH,半导体芯片,0.0,6.52,6.52,RISK-ON,ON
2020-11-06,🟡 REBAL,酒ETF,512690.SH,大消费,13.23,13.04,-0.19,RISK-ON,ON
2020-11-06,🟡 REBAL,新能源车ETF,515030.SH,新能源,13.23,13.04,-0.19,RISK-ON,ON
2020-11-06,🟡 REBAL,红利ETF,515080.SH,红利,13.23,13.04,-0.19,RISK-ON,ON
2020-11-06,🟢 BUY,钢铁ETF,515210.SH,周期资源,0.0,6.52,6.52,RISK-ON,ON
2020-11-13,🟡 REBAL,半导体ETF,512480.SH,半导体芯片,6.52,6.53,0.01,RISK-ON,ON
2020-11-13,🟡 REBAL,酒ETF,512690.SH,大消费,13.04,13.06,0.02,RISK-ON,ON
2020-11-13,🟡 REBAL,新能源车ETF,515030.SH,新能源,13.04,13.06,0.02,RISK-ON,ON
2020-11-13,🟡 REBAL,红利ETF,515080.SH,红利,13.04,13.06,0.02,RISK-ON,ON
2020-11-13,🟡 REBAL,钢铁ETF,515210.SH,周期资源,6.52,6.53,0.01,RISK-ON,ON
2020-11-20,🟡 REBAL,半导体ETF,512480.SH,半导体芯片,6.53,6.85,0.32,RISK-ON,ON
2020-11-20,🟡 REBAL,酒ETF,512690.SH,大消费,13.06,13.69,0.64,RISK-ON,ON
2020-11-20,🟡 REBAL,新能源车ETF,515030.SH,新能源,13.06,6.85,-6.21,RISK-ON,ON
2020-11-20,🟡 REBAL,红利ETF,515080.SH,红利,13.06,13.69,0.64,RISK-ON,ON
2020-11-20,🟡 REBAL,钢铁ETF,515210.SH,周期资源,6.53,6.85,0.32,RISK-ON,ON
2020-11-20,🟢 BUY,煤炭ETF,515220.SH,周期资源,0.0,6.85,6.85,RISK-ON,ON
2020-11-27,🟢 BUY,有色ETF,159980.SZ,周期资源,0.0,6.83,6.83,RISK-ON,ON
2020-11-27,🔴 SELL,半导体ETF,512480.SH,半导体芯片,6.85,0.0,-6.85,RISK-ON,ON
2020-11-27,🟢 BUY,军工ETF,512660.SH,高端制造,0.0,6.83,6.83,RISK-ON,ON
2020-11-27,🟡 REBAL,酒ETF,512690.SH,大消费,13.69,6.83,-6.87,RISK-ON,ON
2020-11-27,🟡 REBAL,新能源车ETF,515030.SH,新能源,6.85,6.83,-0.02,RISK-ON,ON
2020-11-27,🟡 REBAL,红利ETF,515080.SH,红利,13.69,13.66,-0.04,RISK-ON,ON
2020-11-27,🟡 REBAL,钢铁ETF,515210.SH,周期资源,6.85,6.83,-0.02,RISK-ON,ON
2020-11-27,🟡 REBAL,煤炭ETF,515220.SH,周期资源,6.85,6.83,-0.02,RISK-ON,ON
2020-12-04,🟡 REBAL,有色ETF,159980.SZ,周期资源,6.83,6.88,0.05,RISK-ON,ON
2020-12-04,🟡 REBAL,军工ETF,512660.SH,高端制造,6.83,6.88,0.05,RISK-ON,ON
2020-12-04,🟡 REBAL,酒ETF,512690.SH,大消费,6.83,13.75,6.92,RISK-ON,ON
2020-12-04,🟢 BUY,银行ETF,512800.SH,大金融,0.0,6.88,6.88,RISK-ON,ON
2020-12-04,🔴 SELL,新能源车ETF,515030.SH,新能源,6.83,0.0,-6.83,RISK-ON,ON
2020-12-04,🟡 REBAL,红利ETF,515080.SH,红利,13.66,13.75,0.1,RISK-ON,ON
2020-12-04,🔴 SELL,钢铁ETF,515210.SH,周期资源,6.83,0.0,-6.83,RISK-ON,ON
2020-12-04,🟡 REBAL,煤炭ETF,515220.SH,周期资源,6.83,6.88,0.05,RISK-ON,ON
2020-12-11,🟡 REBAL,有色ETF,159980.SZ,周期资源,6.88,6.84,-0.04,RISK-ON,OFF
2020-12-11,🟡 REBAL,军工ETF,512660.SH,高端制造,6.88,6.84,-0.04,RISK-ON,OFF
2020-12-11,🟡 REBAL,酒ETF,512690.SH,大消费,13.75,13.68,-0.07,RISK-ON,OFF
2020-12-11,🟡 REBAL,银行ETF,512800.SH,大金融,6.88,13.68,6.8,RISK-ON,OFF
2020-12-11,🔴 SELL,红利ETF,515080.SH,红利,13.75,0.0,-13.75,RISK-ON,OFF
2020-12-11,🟡 REBAL,煤炭ETF,515220.SH,周期资源,6.88,13.68,6.8,RISK-ON,OFF
2020-12-18,🟡 REBAL,有色ETF,159980.SZ,周期资源,6.84,13.87,7.03,RISK-ON,OFF
2020-12-18,🟢 BUY,医药ETF,512010.SH,医疗,0.0,13.87,13.87,RISK-ON,OFF
2020-12-18,🔴 SELL,军工ETF,512660.SH,高端制造,6.84,0.0,-6.84,RISK-ON,OFF
2020-12-18,🟡 REBAL,酒ETF,512690.SH,大消费,13.68,13.87,0.19,RISK-ON,OFF
2020-12-18,🔴 SELL,银行ETF,512800.SH,大金融,13.68,0.0,-13.68,RISK-ON,OFF
2020-12-18,🟢 BUY,新能源车ETF,515030.SH,新能源,0.0,13.87,13.87,RISK-ON,OFF
2020-12-18,🔴 SELL,煤炭ETF,515220.SH,周期资源,13.68,0.0,-13.68,RISK-ON,OFF
2020-12-25,🔴 SELL,有色ETF,159980.SZ,周期资源,13.87,0.0,-13.87,RISK-ON,OFF
2020-12-25,🟢 BUY,创新药ETF,159992.SZ,医疗,0.0,6.93,6.93,RISK-ON,OFF
2020-12-25,🟡 REBAL,医药ETF,512010.SH,医疗,13.87,13.85,-0.02,RISK-ON,OFF
2020-12-25,🟢 BUY,军工ETF,512660.SH,高端制造,0.0,6.93,6.93,RISK-ON,OFF
2020-12-25,🟡 REBAL,酒ETF,512690.SH,大消费,13.87,13.85,-0.02,RISK-ON,OFF
2020-12-25,🟡 REBAL,新能源车ETF,515030.SH,新能源,13.87,13.85,-0.02,RISK-ON,OFF
2020-12-31,🟡 REBAL,创新药ETF,159992.SZ,医疗,6.93,6.9,-0.02,RISK-ON,OFF
2020-12-31,🟡 REBAL,医药ETF,512010.SH,医疗,13.85,13.81,-0.05,RISK-ON,OFF
2020-12-31,🟡 REBAL,军工ETF,512660.SH,高端制造,6.93,6.9,-0.02,RISK-ON,OFF
2020-12-31,🟡 REBAL,酒ETF,512690.SH,大消费,13.85,13.81,-0.05,RISK-ON,OFF
2020-12-31,🟡 REBAL,新能源车ETF,515030.SH,新能源,13.85,13.81,-0.05,RISK-ON,OFF
2021-01-08,🔴 SELL,创新药ETF,159992.SZ,医疗,6.9,0.0,-6.9,RISK-ON,OFF
2021-01-08,🟡 REBAL,医药ETF,512010.SH,医疗,13.81,14.33,0.52,RISK-ON,OFF
2021-01-08,🟡 REBAL,军工ETF,512660.SH,高端制造,6.9,14.33,7.43,RISK-ON,OFF
2021-01-08,🟡 REBAL,酒ETF,512690.SH,大消费,13.81,14.33,0.52,RISK-ON,OFF
2021-01-08,🟡 REBAL,新能源车ETF,515030.SH,新能源,13.81,14.33,0.52,RISK-ON,OFF
2021-01-15,🟡 REBAL,医药ETF,512010.SH,医疗,14.33,7.07,-7.26,RISK-ON,OFF
2021-01-15,🟢 BUY,半导体ETF,512480.SH,半导体芯片,0.0,7.07,7.07,RISK-ON,OFF
2021-01-15,🟡 REBAL,军工ETF,512660.SH,高端制造,14.33,14.15,-0.18,RISK-ON,OFF
2021-01-15,🔴 SELL,酒ETF,512690.SH,大消费,14.33,0.0,-14.33,RISK-ON,OFF
2021-01-15,🟡 REBAL,新能源车ETF,515030.SH,新能源,14.33,14.15,-0.18,RISK-ON,OFF
2021-01-15,🟢 BUY,AI_ETF,515980.SH,AI数字,0.0,14.15,14.15,RISK-ON,OFF
2021-01-22,🟡 REBAL,医药ETF,512010.SH,医疗,7.07,13.71,6.63,RISK-ON,OFF
2021-01-22,🔴 SELL,半导体ETF,512480.SH,半导体芯片,7.07,0.0,-7.07,RISK-ON,OFF
2021-01-22,🟡 REBAL,军工ETF,512660.SH,高端制造,14.15,6.85,-7.29,RISK-ON,OFF
2021-01-22,🟡 REBAL,新能源车ETF,515030.SH,新能源,14.15,13.71,-0.44,RISK-ON,OFF
2021-01-22,🟢 BUY,通信ETF,515880.SH,通信光模块,0.0,6.85,6.85,RISK-ON,OFF
2021-01-22,🟡 REBAL,AI_ETF,515980.SH,AI数字,14.15,13.71,-0.44,RISK-ON,OFF
2021-01-29,🟢 BUY,有色ETF,159980.SZ,周期资源,0.0,6.09,6.09,RISK-ON,OFF
2021-01-29,🟢 BUY,创新药ETF,159992.SZ,医疗,0.0,6.09,6.09,RISK-ON,OFF
2021-01-29,🟡 REBAL,医药ETF,512010.SH,医疗,13.71,14.21,0.5,RISK-ON,OFF
2021-01-29,🔴 SELL,军工ETF,512660.SH,高端制造,6.85,0.0,-6.85,RISK-ON,OFF
2021-01-29,🟢 BUY,银行ETF,512800.SH,大金融,0.0,14.21,14.21,RISK-ON,OFF
2021-01-29,🟡 REBAL,新能源车ETF,515030.SH,新能源,13.71,8.12,-5.59,RISK-ON,OFF
2021-01-29,🔴 SELL,通信ETF,515880.SH,通信光模块,6.85,0.0,-6.85,RISK-ON,OFF
2021-01-29,🔴 SELL,AI_ETF,515980.SH,AI数字,13.71,0.0,-13.71,RISK-ON,OFF
2021-02-05,🟡 REBAL,有色ETF,159980.SZ,周期资源,6.09,6.05,-0.04,RISK-ON,OFF
2021-02-05,🟡 REBAL,创新药ETF,159992.SZ,医疗,6.09,14.12,8.04,RISK-ON,OFF
2021-02-05,🟡 REBAL,医药ETF,512010.SH,医疗,14.21,6.05,-8.15,RISK-ON,OFF
2021-02-05,🟢 BUY,酒ETF,512690.SH,大消费,0.0,8.07,8.07,RISK-ON,OFF
2021-02-05,🟡 REBAL,银行ETF,512800.SH,大金融,14.21,14.12,-0.08,RISK-ON,OFF
2021-02-05,🔴 SELL,新能源车ETF,515030.SH,新能源,8.12,0.0,-8.12,RISK-ON,OFF
2021-02-10,🟡 REBAL,有色ETF,159980.SZ,周期资源,6.05,12.19,6.14,RISK-ON,OFF
2021-02-10,🟡 REBAL,创新药ETF,159992.SZ,医疗,14.12,6.1,-8.03,RISK-ON,OFF
2021-02-10,🟡 REBAL,医药ETF,512010.SH,医疗,6.05,12.19,6.14,RISK-ON,OFF
2021-02-10,🟡 REBAL,酒ETF,512690.SH,大消费,8.07,12.19,4.12,RISK-ON,OFF
2021-02-10,🔴 SELL,银行ETF,512800.SH,大金融,14.12,0.0,-14.12,RISK-ON,OFF
2021-02-10,🟢 BUY,新能源车ETF,515030.SH,新能源,0.0,6.1,6.1,RISK-ON,OFF
2021-02-19,🟡 REBAL,有色ETF,159980.SZ,周期资源,12.19,12.14,-0.05,RISK-ON,OFF
2021-02-19,🔴 SELL,创新药ETF,159992.SZ,医疗,6.1,0.0,-6.1,RISK-ON,OFF
2021-02-19,🔴 SELL,医药ETF,512010.SH,医疗,12.19,0.0,-12.19,RISK-ON,OFF
2021-02-19,🟡 REBAL,酒ETF,512690.SH,大消费,12.19,6.07,-6.12,RISK-ON,OFF
2021-02-19,🟢 BUY,银行ETF,512800.SH,大金融,0.0,6.07,6.07,RISK-ON,OFF
2021-02-19,🔴 SELL,新能源车ETF,515030.SH,新能源,6.1,0.0,-6.1,RISK-ON,OFF
2021-02-19,🟢 BUY,红利ETF,515080.SH,红利,0.0,12.14,12.14,RISK-ON,OFF
2021-02-19,🟢 BUY,钢铁ETF,515210.SH,周期资源,0.0,6.07,6.07,RISK-ON,OFF
2021-02-19,🟢 BUY,煤炭ETF,515220.SH,周期资源,0.0,6.07,6.07,RISK-ON,OFF
2021-02-26,🟡 REBAL,有色ETF,159980.SZ,周期资源,12.14,11.97,-0.17,RISK-ON,OFF
2021-02-26,🟢 BUY,房地产ETF,512200.SH,地产链,0.0,11.97,11.97,RISK-ON,OFF
2021-02-26,🔴 SELL,酒ETF,512690.SH,大消费,6.07,0.0,-6.07,RISK-ON,OFF
2021-02-26,🔴 SELL,银行ETF,512800.SH,大金融,6.07,0.0,-6.07,RISK-ON,OFF
2021-02-26,🟡 REBAL,红利ETF,515080.SH,红利,12.14,11.97,-0.17,RISK-ON,OFF
2021-02-26,🟡 REBAL,钢铁ETF,515210.SH,周期资源,6.07,5.99,-0.08,RISK-ON,OFF
2021-02-26,🔴 SELL,煤炭ETF,515220.SH,周期资源,6.07,0.0,-6.07,RISK-ON,OFF
2021-02-26,🟢 BUY,通信ETF,515880.SH,通信光模块,0.0,5.99,5.99,RISK-ON,OFF
2021-03-05,🟡 REBAL,有色ETF,159980.SZ,周期资源,11.97,6.02,-5.96,RISK-ON,OFF
2021-03-05,🟡 REBAL,房地产ETF,512200.SH,地产链,11.97,6.02,-5.96,RISK-ON,OFF
2021-03-05,🟡 REBAL,红利ETF,515080.SH,红利,11.97,12.03,0.06,RISK-ON,OFF
2021-03-05,🟡 REBAL,钢铁ETF,515210.SH,周期资源,5.99,12.03,6.05,RISK-ON,OFF
2021-03-05,🟢 BUY,煤炭ETF,515220.SH,周期资源,0.0,6.02,6.02,RISK-ON,OFF
2021-03-05,🟡 REBAL,通信ETF,515880.SH,通信光模块,5.99,6.02,0.03,RISK-ON,OFF
2021-03-12,🟡 REBAL,有色ETF,159980.SZ,周期资源,6.02,6.06,0.05,RISK-ON,OFF
2021-03-12,🟡 REBAL,房地产ETF,512200.SH,地产链,6.02,8.08,2.07,RISK-ON,OFF
2021-03-12,🟡 REBAL,红利ETF,515080.SH,红利,12.03,14.15,2.11,RISK-ON,OFF
2021-03-12,🟡 REBAL,钢铁ETF,515210.SH,周期资源,12.03,14.15,2.11,RISK-ON,OFF
2021-03-12,🟡 REBAL,煤炭ETF,515220.SH,周期资源,6.02,6.06,0.05,RISK-ON,OFF
2021-03-12,🔴 SELL,通信ETF,515880.SH,通信光模块,6.02,0.0,-6.02,RISK-ON,OFF
2021-03-19,🔴 SELL,有色ETF,159980.SZ,周期资源,6.06,0.0,-6.06,RISK-ON,OFF
2021-03-19,🟡 REBAL,房地产ETF,512200.SH,地产链,8.08,14.11,6.03,RISK-ON,OFF
2021-03-19,🟡 REBAL,红利ETF,515080.SH,红利,14.15,14.11,-0.03,RISK-ON,OFF
2021-03-19,🟡 REBAL,钢铁ETF,515210.SH,周期资源,14.15,14.11,-0.03,RISK-ON,OFF
2021-03-19,🟡 REBAL,煤炭ETF,515220.SH,周期资源,6.06,6.05,-0.01,RISK-ON,OFF
2021-03-25,🟡 REBAL,房地产ETF,512200.SH,地产链,14.11,8.41,-5.7,RISK-ON,OFF
2021-03-25,🟡 REBAL,红利ETF,515080.SH,红利,14.11,8.41,-5.7,RISK-ON,OFF
2021-03-25,🟡 REBAL,钢铁ETF,515210.SH,周期资源,14.11,8.41,-5.7,RISK-ON,OFF
2021-03-25,🔴 SELL,煤炭ETF,515220.SH,周期资源,6.05,0.0,-6.05,RISK-ON,OFF
2021-03-26,🟢 BUY,黄金ETF,159934.SZ,周期资源,0.0,8.36,8.36,RISK-ON,OFF
2021-03-26,🟢 BUY,有色ETF,159980.SZ,周期资源,0.0,6.27,6.27,RISK-ON,OFF
2021-03-26,🟢 BUY,创新药ETF,159992.SZ,医疗,0.0,6.27,6.27,RISK-ON,OFF
2021-03-26,🔴 SELL,房地产ETF,512200.SH,地产链,8.41,0.0,-8.41,RISK-ON,OFF
