trade_week,操作,ETF名称,ts_code,板块,上周权重(%),本周权重(%),Δ权重(pp),Gate,Regime_accel
2021-05-13,🟡 REBAL,新能源车ETF,515030.SH,新能源,8.51,8.56,0.05,RISK-ON,ON
2021-05-13,🔴 SELL,红利ETF,515080.SH,红利,6.38,0.0,-6.38,RISK-ON,ON
2021-05-13,🔴 SELL,钢铁ETF,515210.SH,周期资源,6.38,0.0,-6.38,RISK-ON,ON
2021-05-13,🟡 REBAL,煤炭ETF,515220.SH,周期资源,14.89,8.56,-6.33,RISK-ON,ON
2021-05-14,🟢 BUY,有色ETF,159980.SZ,周期资源,0.0,6.41,6.41,RISK-ON,ON
2021-05-14,🟡 REBAL,创新药ETF,159992.SZ,大消费,8.56,14.97,6.41,RISK-ON,ON
2021-05-14,🟢 BUY,医药ETF,512010.SH,大消费,0.0,6.41,6.41,RISK-ON,ON
2021-05-14,🟢 BUY,证券ETF,512880.SH,大金融,0.0,8.55,8.55,RISK-ON,ON
2021-05-14,🔴 SELL,新能源车ETF,515030.SH,新能源,8.56,0.0,-8.56,RISK-ON,ON
2021-05-14,🟡 REBAL,煤炭ETF,515220.SH,周期资源,8.56,14.97,6.41,RISK-ON,ON
2021-05-21,🔴 SELL,有色ETF,159980.SZ,周期资源,6.41,0.0,-6.41,RISK-ON,ON
2021-05-21,🔴 SELL,创新药ETF,159992.SZ,大消费,14.97,0.0,-14.97,RISK-ON,ON
2021-05-21,🔴 SELL,医药ETF,512010.SH,大消费,6.41,0.0,-6.41,RISK-ON,ON
2021-05-21,🟢 BUY,军工ETF,512660.SH,高端制造,0.0,14.75,14.75,RISK-ON,ON
2021-05-21,🟢 BUY,酒ETF,512690.SH,大消费,0.0,8.43,8.43,RISK-ON,ON
2021-05-21,🔴 SELL,证券ETF,512880.SH,大金融,8.55,0.0,-8.55,RISK-ON,ON
2021-05-21,🟢 BUY,新能源车ETF,515030.SH,新能源,0.0,14.75,14.75,RISK-ON,ON
2021-05-21,🟢 BUY,红利ETF,515080.SH,红利,0.0,6.32,6.32,RISK-ON,ON
2021-05-21,🟢 BUY,食品ETF,515170.SH,大消费,0.0,6.32,6.32,RISK-ON,ON
2021-05-21,🔴 SELL,煤炭ETF,515220.SH,周期资源,14.97,0.0,-14.97,RISK-ON,ON
2021-05-28,🟡 REBAL,军工ETF,512660.SH,高端制造,14.75,8.13,-6.62,RISK-ON,OFF
2021-05-28,🟡 REBAL,酒ETF,512690.SH,大消费,8.43,8.13,-0.3,RISK-ON,OFF
2021-05-28,🟡 REBAL,新能源车ETF,515030.SH,新能源,14.75,14.22,-0.52,RISK-ON,OFF
2021-05-28,🔴 SELL,红利ETF,515080.SH,红利,6.32,0.0,-6.32,RISK-ON,OFF
2021-05-28,🟡 REBAL,食品ETF,515170.SH,大消费,6.32,6.1,-0.22,RISK-ON,OFF
2021-05-28,🟢 BUY,软件ETF,515230.SH,科技成长,0.0,6.1,6.1,RISK-ON,OFF
2021-05-28,🟢 BUY,AI_ETF,515980.SH,科技成长,0.0,6.1,6.1,RISK-ON,OFF
2021-06-04,🟢 BUY,半导体ETF,512480.SH,科技成长,0.0,6.14,6.14,RISK-ON,OFF
2021-06-04,🟡 REBAL,军工ETF,512660.SH,高端制造,8.13,8.18,0.06,RISK-ON,OFF
2021-06-04,🔴 SELL,酒ETF,512690.SH,大消费,8.13,0.0,-8.13,RISK-ON,OFF
2021-06-04,🟡 REBAL,新能源车ETF,515030.SH,新能源,14.22,14.32,0.1,RISK-ON,OFF
2021-06-04,🟡 REBAL,食品ETF,515170.SH,大消费,6.1,14.32,8.23,RISK-ON,OFF
2021-06-04,🟡 REBAL,软件ETF,515230.SH,科技成长,6.1,6.14,0.04,RISK-ON,OFF
2021-06-04,🔴 SELL,AI_ETF,515980.SH,科技成长,6.1,0.0,-6.1,RISK-ON,OFF
2021-06-11,🟢 BUY,光伏ETF,159857.SZ,新能源,0.0,6.16,6.16,RISK-ON,OFF
2021-06-11,🟢 BUY,化工ETF,159870.SZ,周期资源,0.0,6.16,6.16,RISK-ON,OFF
2021-06-11,🟡 REBAL,半导体ETF,512480.SH,科技成长,6.14,8.21,2.07,RISK-ON,OFF
2021-06-11,🟡 REBAL,军工ETF,512660.SH,高端制造,8.18,8.21,0.02,RISK-ON,OFF
2021-06-11,🟡 REBAL,新能源车ETF,515030.SH,新能源,14.32,14.36,0.04,RISK-ON,OFF
2021-06-11,🔴 SELL,食品ETF,515170.SH,大消费,14.32,0.0,-14.32,RISK-ON,OFF
2021-06-11,🟡 REBAL,软件ETF,515230.SH,科技成长,6.14,6.16,0.02,RISK-ON,OFF
2021-06-18,🔴 SELL,光伏ETF,159857.SZ,新能源,6.16,0.0,-6.16,RISK-ON,OFF
2021-06-18,🔴 SELL,化工ETF,159870.SZ,周期资源,6.16,0.0,-6.16,RISK-ON,OFF
2021-06-18,🟡 REBAL,半导体ETF,512480.SH,科技成长,8.21,14.47,6.26,RISK-ON,OFF
2021-06-18,🟡 REBAL,军工ETF,512660.SH,高端制造,8.21,8.27,0.06,RISK-ON,OFF
2021-06-18,🟡 REBAL,新能源车ETF,515030.SH,新能源,14.36,8.27,-6.1,RISK-ON,OFF
2021-06-18,🟡 REBAL,软件ETF,515230.SH,科技成长,6.16,6.2,0.04,RISK-ON,OFF
2021-06-18,🟢 BUY,通信ETF,515880.SH,科技成长,0.0,6.2,6.2,RISK-ON,OFF
2021-06-18,🟢 BUY,AI_ETF,515980.SH,科技成长,0.0,6.2,6.2,RISK-ON,OFF
2021-06-24,🟡 REBAL,半导体ETF,512480.SH,科技成长,14.47,8.99,-5.48,RISK-ON,OFF
2021-06-24,🟡 REBAL,军工ETF,512660.SH,高端制造,8.27,8.99,0.72,RISK-ON,OFF
2021-06-24,🟡 REBAL,新能源车ETF,515030.SH,新能源,8.27,8.99,0.72,RISK-ON,OFF
2021-06-24,🔴 SELL,软件ETF,515230.SH,科技成长,6.2,0.0,-6.2,RISK-ON,OFF
2021-06-24,🔴 SELL,通信ETF,515880.SH,科技成长,6.2,0.0,-6.2,RISK-ON,OFF
2021-06-24,🔴 SELL,AI_ETF,515980.SH,科技成长,6.2,0.0,-6.2,RISK-ON,OFF
2021-06-25,🟢 BUY,光伏ETF,159857.SZ,新能源,0.0,17.31,17.31,RISK-ON,OFF
2021-06-25,🟡 REBAL,半导体ETF,512480.SH,科技成长,8.99,17.31,8.33,RISK-ON,OFF
2021-06-25,🟡 REBAL,军工ETF,512660.SH,高端制造,8.99,9.89,0.91,RISK-ON,OFF
2021-06-25,🔴 SELL,新能源车ETF,515030.SH,新能源,8.99,0.0,-8.99,RISK-ON,OFF
2021-06-25,🟢 BUY,煤炭ETF,515220.SH,周期资源,0.0,7.42,7.42,RISK-ON,OFF
2021-06-25,🟢 BUY,AI_ETF,515980.SH,科技成长,0.0,7.42,7.42,RISK-ON,OFF
2021-07-02,🟡 REBAL,光伏ETF,159857.SZ,新能源,17.31,18.02,0.7,RISK-ON,OFF
2021-07-02,🟡 REBAL,半导体ETF,512480.SH,科技成长,17.31,18.02,0.7,RISK-ON,OFF
2021-07-02,🔴 SELL,军工ETF,512660.SH,高端制造,9.89,0.0,-9.89,RISK-ON,OFF
2021-07-02,🟢 BUY,新能源车ETF,515030.SH,新能源,0.0,7.72,7.72,RISK-ON,OFF
2021-07-02,🟢 BUY,红利ETF,515080.SH,红利,0.0,10.3,10.3,RISK-ON,OFF
2021-07-02,🔴 SELL,煤炭ETF,515220.SH,周期资源,7.42,0.0,-7.42,RISK-ON,OFF
2021-07-02,🟡 REBAL,AI_ETF,515980.SH,科技成长,7.42,7.72,0.3,RISK-ON,OFF
2021-07-09,🟡 REBAL,光伏ETF,159857.SZ,新能源,18.02,8.93,-9.08,RISK-ON,OFF
2021-07-09,🟢 BUY,化工ETF,159870.SZ,周期资源,0.0,20.84,20.84,RISK-ON,OFF
2021-07-09,🔴 SELL,半导体ETF,512480.SH,科技成长,18.02,0.0,-18.02,RISK-ON,OFF
2021-07-09,🟡 REBAL,新能源车ETF,515030.SH,新能源,7.72,20.84,13.12,RISK-ON,OFF
2021-07-09,🟡 REBAL,红利ETF,515080.SH,红利,10.3,11.91,1.62,RISK-ON,OFF
2021-07-09,🟢 BUY,钢铁ETF,515210.SH,周期资源,0.0,8.93,8.93,RISK-ON,OFF
2021-07-09,🔴 SELL,AI_ETF,515980.SH,科技成长,7.72,0.0,-7.72,RISK-ON,OFF
2021-07-16,🟡 REBAL,光伏ETF,159857.SZ,新能源,8.93,21.98,13.05,RISK-ON,OFF
2021-07-16,🟡 REBAL,化工ETF,159870.SZ,周期资源,20.84,9.42,-11.42,RISK-ON,OFF
2021-07-16,🟢 BUY,军工ETF,512660.SH,高端制造,0.0,12.56,12.56,RISK-ON,OFF
2021-07-16,🟡 REBAL,新能源车ETF,515030.SH,新能源,20.84,9.42,-11.42,RISK-ON,OFF
2021-07-16,🔴 SELL,红利ETF,515080.SH,红利,11.91,0.0,-11.91,RISK-ON,OFF
2021-07-16,🟡 REBAL,钢铁ETF,515210.SH,周期资源,8.93,21.98,13.05,RISK-ON,OFF
2021-07-23,🟡 REBAL,光伏ETF,159857.SZ,新能源,21.98,20.37,-1.61,RISK-ON,OFF
2021-07-23,🟡 REBAL,化工ETF,159870.SZ,周期资源,9.42,8.73,-0.69,RISK-ON,OFF
2021-07-23,🟢 BUY,云计算ETF,159890.SZ,科技成长,0.0,8.73,8.73,RISK-ON,OFF
2021-07-23,🟡 REBAL,军工ETF,512660.SH,高端制造,12.56,11.64,-0.92,RISK-ON,OFF
2021-07-23,🔴 SELL,新能源车ETF,515030.SH,新能源,9.42,0.0,-9.42,RISK-ON,OFF
2021-07-23,🟡 REBAL,钢铁ETF,515210.SH,周期资源,21.98,20.37,-1.61,RISK-ON,OFF
2021-07-30,🟡 REBAL,光伏ETF,159857.SZ,新能源,20.37,20.65,0.27,RISK-ON,OFF
2021-07-30,🟡 REBAL,化工ETF,159870.SZ,周期资源,8.73,8.85,0.12,RISK-ON,OFF
2021-07-30,🔴 SELL,云计算ETF,159890.SZ,科技成长,8.73,0.0,-8.73,RISK-ON,OFF
2021-07-30,🟢 BUY,有色ETF,159980.SZ,周期资源,0.0,8.85,8.85,RISK-ON,OFF
2021-07-30,🟡 REBAL,军工ETF,512660.SH,高端制造,11.64,11.8,0.16,RISK-ON,OFF
2021-07-30,🟡 REBAL,钢铁ETF,515210.SH,周期资源,20.37,20.65,0.27,RISK-ON,OFF
2021-08-06,🟡 REBAL,光伏ETF,159857.SZ,新能源,20.65,21.75,1.1,RISK-ON,OFF
2021-08-06,🔴 SELL,化工ETF,159870.SZ,周期资源,8.85,0.0,-8.85,RISK-ON,OFF
2021-08-06,🟢 BUY,云计算ETF,159890.SZ,科技成长,0.0,9.32,9.32,RISK-ON,OFF
2021-08-06,🔴 SELL,有色ETF,159980.SZ,周期资源,8.85,0.0,-8.85,RISK-ON,OFF
2021-08-06,🟡 REBAL,军工ETF,512660.SH,高端制造,11.8,12.43,0.63,RISK-ON,OFF
2021-08-06,🟡 REBAL,钢铁ETF,515210.SH,周期资源,20.65,9.32,-11.33,RISK-ON,OFF
2021-08-06,🟢 BUY,煤炭ETF,515220.SH,周期资源,0.0,21.75,21.75,RISK-ON,OFF
2021-08-13,🟡 REBAL,光伏ETF,159857.SZ,新能源,21.75,21.8,0.05,RISK-ON,OFF
2021-08-13,🔴 SELL,云计算ETF,159890.SZ,科技成长,9.32,0.0,-9.32,RISK-ON,OFF
2021-08-13,🟡 REBAL,军工ETF,512660.SH,高端制造,12.43,12.46,0.03,RISK-ON,OFF
2021-08-13,🟡 REBAL,钢铁ETF,515210.SH,周期资源,9.32,9.34,0.02,RISK-ON,OFF
2021-08-13,🟡 REBAL,煤炭ETF,515220.SH,周期资源,21.75,21.8,0.05,RISK-ON,OFF
2021-08-13,🟢 BUY,通信ETF,515880.SH,科技成长,0.0,9.34,9.34,RISK-ON,OFF
2021-08-20,🟡 REBAL,光伏ETF,159857.SZ,新能源,21.8,20.87,-0.93,RISK-ON,OFF
2021-08-20,🟡 REBAL,军工ETF,512660.SH,高端制造,12.46,11.93,-0.53,RISK-ON,OFF
2021-08-20,🟢 BUY,红利ETF,515080.SH,红利,0.0,8.95,8.95,RISK-ON,OFF
2021-08-20,🔴 SELL,钢铁ETF,515210.SH,周期资源,9.34,0.0,-9.34,RISK-ON,OFF
2021-08-20,🟡 REBAL,煤炭ETF,515220.SH,周期资源,21.8,20.87,-0.93,RISK-ON,OFF
2021-08-20,🟡 REBAL,通信ETF,515880.SH,科技成长,9.34,8.95,-0.4,RISK-ON,OFF
2021-08-27,🟡 REBAL,光伏ETF,159857.SZ,新能源,20.87,18.34,-2.53,RISK-ON,OFF
2021-08-27,🟡 REBAL,军工ETF,512660.SH,高端制造,11.93,10.48,-1.45,RISK-ON,OFF
2021-08-27,🟡 REBAL,红利ETF,515080.SH,红利,8.95,18.34,9.39,RISK-ON,OFF
2021-08-27,🟢 BUY,钢铁ETF,515210.SH,周期资源,0.0,7.86,7.86,RISK-ON,OFF
2021-08-27,🟡 REBAL,煤炭ETF,515220.SH,周期资源,20.87,7.86,-13.01,RISK-ON,OFF
2021-08-27,🔴 SELL,通信ETF,515880.SH,科技成长,8.95,0.0,-8.95,RISK-ON,OFF
2021-09-03,🔴 SELL,光伏ETF,159857.SZ,新能源,18.34,0.0,-18.34,RISK-ON,OFF
2021-09-03,🟢 BUY,房地产ETF,512200.SH,地产链,0.0,18.4,18.4,RISK-ON,OFF
2021-09-03,🔴 SELL,军工ETF,512660.SH,高端制造,10.48,0.0,-10.48,RISK-ON,OFF
2021-09-03,🟡 REBAL,红利ETF,515080.SH,红利,18.34,18.4,0.06,RISK-ON,OFF
2021-09-03,🟡 REBAL,钢铁ETF,515210.SH,周期资源,7.86,7.89,0.03,RISK-ON,OFF
2021-09-03,🟡 REBAL,煤炭ETF,515220.SH,周期资源,7.86,18.4,10.54,RISK-ON,OFF
2021-09-10,🟢 BUY,游戏ETF,159869.SZ,科技成长,0.0,7.53,7.53,RISK-ON,OFF
2021-09-10,🔴 SELL,房地产ETF,512200.SH,地产链,18.4,0.0,-18.4,RISK-ON,OFF
2021-09-10,🟢 BUY,证券ETF,512880.SH,大金融,0.0,10.04,10.04,RISK-ON,OFF
2021-09-10,🟡 REBAL,红利ETF,515080.SH,红利,18.4,17.57,-0.82,RISK-ON,OFF
2021-09-10,🟡 REBAL,钢铁ETF,515210.SH,周期资源,7.89,7.53,-0.35,RISK-ON,OFF
2021-09-10,🟡 REBAL,煤炭ETF,515220.SH,周期资源,18.4,17.57,-0.82,RISK-ON,OFF
2021-09-17,🟡 REBAL,游戏ETF,159869.SZ,科技成长,7.53,7.09,-0.44,RISK-ON,OFF
2021-09-17,🔴 SELL,证券ETF,512880.SH,大金融,10.04,0.0,-10.04,RISK-ON,OFF
2021-09-17,🟢 BUY,新能源车ETF,515030.SH,新能源,0.0,9.46,9.46,RISK-ON,OFF
2021-09-17,🟡 REBAL,红利ETF,515080.SH,红利,17.57,16.55,-1.02,RISK-ON,OFF
2021-09-17,🟡 REBAL,钢铁ETF,515210.SH,周期资源,7.53,7.09,-0.44,RISK-ON,OFF
2021-09-17,🟡 REBAL,煤炭ETF,515220.SH,周期资源,17.57,16.55,-1.02,RISK-ON,OFF
2021-09-24,🟢 BUY,畜牧ETF,159867.SZ,农业,0.0,16.63,16.63,RISK-ON,OFF
2021-09-24,🟡 REBAL,游戏ETF,159869.SZ,科技成长,7.09,7.13,0.03,RISK-ON,OFF
2021-09-24,🟢 BUY,房地产ETF,512200.SH,地产链,0.0,16.63,16.63,RISK-ON,OFF
2021-09-24,🔴 SELL,新能源车ETF,515030.SH,新能源,9.46,0.0,-9.46,RISK-ON,OFF
2021-09-24,🔴 SELL,红利ETF,515080.SH,红利,16.55,0.0,-16.55,RISK-ON,OFF
2021-09-24,🔴 SELL,钢铁ETF,515210.SH,周期资源,7.09,0.0,-7.09,RISK-ON,OFF
2021-09-24,🟡 REBAL,煤炭ETF,515220.SH,周期资源,16.55,16.63,0.08,RISK-ON,OFF
2021-09-30,🟡 REBAL,畜牧ETF,159867.SZ,农业,16.63,16.93,0.3,RISK-ON,OFF
2021-09-30,🔴 SELL,游戏ETF,159869.SZ,科技成长,7.13,0.0,-7.13,RISK-ON,OFF
2021-09-30,🟢 BUY,医疗器械ETF,159883.SZ,大消费,0.0,7.26,7.26,RISK-ON,OFF
2021-09-30,🟢 BUY,医药ETF,512010.SH,大消费,0.0,7.26,7.26,RISK-ON,OFF
2021-09-30,🟡 REBAL,房地产ETF,512200.SH,地产链,16.63,9.68,-6.96,RISK-ON,OFF
2021-09-30,🟢 BUY,食品ETF,515170.SH,大消费,0.0,16.93,16.93,RISK-ON,OFF
2021-09-30,🔴 SELL,煤炭ETF,515220.SH,周期资源,16.63,0.0,-16.63,RISK-ON,OFF
2021-10-08,🟡 REBAL,畜牧ETF,159867.SZ,农业,16.93,17.03,0.1,RISK-ON,OFF
2021-10-08,🟡 REBAL,医疗器械ETF,159883.SZ,大消费,7.26,7.3,0.04,RISK-ON,OFF
2021-10-08,🟢 BUY,云计算ETF,159890.SZ,科技成长,0.0,7.3,7.3,RISK-ON,OFF
2021-10-08,🔴 SELL,医药ETF,512010.SH,大消费,7.26,0.0,-7.26,RISK-ON,OFF
2021-10-08,🟡 REBAL,房地产ETF,512200.SH,地产链,9.68,9.73,0.06,RISK-ON,OFF
2021-10-08,🟡 REBAL,食品ETF,515170.SH,大消费,16.93,17.03,0.1,RISK-ON,OFF
2021-10-15,🟡 REBAL,畜牧ETF,159867.SZ,农业,17.03,16.76,-0.28,RISK-ON,OFF
2021-10-15,🔴 SELL,医疗器械ETF,159883.SZ,大消费,7.3,0.0,-7.3,RISK-ON,OFF
2021-10-15,🟡 REBAL,云计算ETF,159890.SZ,科技成长,7.3,7.18,-0.12,RISK-ON,OFF
2021-10-15,🟢 BUY,有色ETF,159980.SZ,周期资源,0.0,7.18,7.18,RISK-ON,OFF
2021-10-15,🟡 REBAL,房地产ETF,512200.SH,地产链,9.73,9.58,-0.16,RISK-ON,OFF
2021-10-15,🟡 REBAL,食品ETF,515170.SH,大消费,17.03,16.76,-0.28,RISK-ON,OFF
2021-10-22,🟡 REBAL,畜牧ETF,159867.SZ,农业,16.76,16.72,-0.04,RISK-ON,OFF
2021-10-22,🔴 SELL,云计算ETF,159890.SZ,科技成长,7.18,0.0,-7.18,RISK-ON,OFF
2021-10-22,🟡 REBAL,有色ETF,159980.SZ,周期资源,7.18,7.17,-0.02,RISK-ON,OFF
2021-10-22,🔴 SELL,房地产ETF,512200.SH,地产链,9.58,0.0,-9.58,RISK-ON,OFF
2021-10-22,🟢 BUY,银行ETF,512800.SH,大金融,0.0,9.55,9.55,RISK-ON,OFF
2021-10-22,🟢 BUY,新能源车ETF,515030.SH,新能源,0.0,9.55,9.55,RISK-ON,OFF
2021-10-22,🟡 REBAL,食品ETF,515170.SH,大消费,16.76,7.17,-9.59,RISK-ON,OFF
2021-10-22,🟢 BUY,AI_ETF,515980.SH,科技成长,0.0,7.17,7.17,RISK-ON,OFF
2021-10-29,🟢 BUY,电池ETF,159755.SZ,新能源,0.0,16.68,16.68,RISK-ON,OFF
2021-10-29,🟢 BUY,光伏ETF,159857.SZ,新能源,0.0,7.15,7.15,RISK-ON,OFF
2021-10-29,🟡 REBAL,畜牧ETF,159867.SZ,农业,16.72,9.53,-7.19,RISK-ON,OFF
2021-10-29,🟢 BUY,游戏ETF,159869.SZ,科技成长,0.0,7.15,7.15,RISK-ON,OFF
2021-10-29,🔴 SELL,有色ETF,159980.SZ,周期资源,7.17,0.0,-7.17,RISK-ON,OFF
2021-10-29,🟢 BUY,军工ETF,512660.SH,高端制造,0.0,9.53,9.53,RISK-ON,OFF
2021-10-29,🔴 SELL,银行ETF,512800.SH,大金融,9.55,0.0,-9.55,RISK-ON,OFF
2021-10-29,🔴 SELL,新能源车ETF,515030.SH,新能源,9.55,0.0,-9.55,RISK-ON,OFF
2021-10-29,🔴 SELL,食品ETF,515170.SH,大消费,7.17,0.0,-7.17,RISK-ON,OFF
2021-10-29,🟡 REBAL,AI_ETF,515980.SH,科技成长,7.17,7.15,-0.02,RISK-ON,OFF
2021-11-05,🔴 SELL,光伏ETF,159857.SZ,新能源,7.15,0.0,-7.15,RISK-ON,OFF
2021-11-05,🔴 SELL,畜牧ETF,159867.SZ,农业,9.53,0.0,-9.53,RISK-ON,OFF
2021-11-05,🟡 REBAL,游戏ETF,159869.SZ,科技成长,7.15,16.68,9.53,RISK-ON,OFF
2021-11-05,🟢 BUY,通信ETF,515880.SH,科技成长,0.0,7.15,7.15,RISK-ON,OFF
2021-11-12,🔴 SELL,电池ETF,159755.SZ,新能源,16.68,0.0,-16.68,RISK-ON,OFF
2021-11-12,🟢 BUY,畜牧ETF,159867.SZ,农业,0.0,17.02,17.02,RISK-ON,OFF
2021-11-12,🟡 REBAL,游戏ETF,159869.SZ,科技成长,16.68,17.02,0.34,RISK-ON,OFF
2021-11-12,🟡 REBAL,军工ETF,512660.SH,高端制造,9.53,9.73,0.19,RISK-ON,OFF
2021-11-12,🟡 REBAL,通信ETF,515880.SH,科技成长,7.15,7.29,0.15,RISK-ON,OFF
2021-11-12,🟡 REBAL,AI_ETF,515980.SH,科技成长,7.15,7.29,0.15,RISK-ON,OFF
2021-11-19,🟡 REBAL,畜牧ETF,159867.SZ,农业,17.02,17.47,0.45,RISK-ON,OFF
2021-11-19,🟡 REBAL,游戏ETF,159869.SZ,科技成长,17.02,17.47,0.45,RISK-ON,OFF
2021-11-19,🟡 REBAL,军工ETF,512660.SH,高端制造,9.73,9.98,0.26,RISK-ON,OFF
2021-11-19,🟡 REBAL,通信ETF,515880.SH,科技成长,7.29,7.49,0.19,RISK-ON,OFF
2021-11-19,🟡 REBAL,AI_ETF,515980.SH,科技成长,7.29,7.49,0.19,RISK-ON,OFF
2021-11-26,🟢 BUY,稀土ETF,159713.SZ,周期资源,0.0,7.19,7.19,RISK-ON,OFF
2021-11-26,🔴 SELL,畜牧ETF,159867.SZ,农业,17.47,0.0,-17.47,RISK-ON,OFF
2021-11-26,🟡 REBAL,游戏ETF,159869.SZ,科技成长,17.47,7.19,-10.28,RISK-ON,OFF
2021-11-26,🟢 BUY,房地产ETF,512200.SH,地产链,0.0,9.58,9.58,RISK-ON,OFF
2021-11-26,🟡 REBAL,军工ETF,512660.SH,高端制造,9.98,9.58,-0.4,RISK-ON,OFF
2021-11-26,🟡 REBAL,通信ETF,515880.SH,科技成长,7.49,16.77,9.28,RISK-ON,OFF
2021-11-26,🟡 REBAL,AI_ETF,515980.SH,科技成长,7.49,7.19,-0.3,RISK-ON,OFF
2021-12-03,🟡 REBAL,稀土ETF,159713.SZ,周期资源,7.19,16.78,9.6,RISK-ON,OFF
2021-12-03,🔴 SELL,游戏ETF,159869.SZ,科技成长,7.19,0.0,-7.19,RISK-ON,OFF
2021-12-03,🟡 REBAL,房地产ETF,512200.SH,地产链,9.58,16.78,7.2,RISK-ON,OFF
2021-12-03,🟢 BUY,钢铁ETF,515210.SH,周期资源,0.0,7.19,7.19,RISK-ON,OFF
2021-12-03,🟡 REBAL,通信ETF,515880.SH,科技成长,16.77,7.19,-9.58,RISK-ON,OFF
2021-12-03,🔴 SELL,AI_ETF,515980.SH,科技成长,7.19,0.0,-7.19,RISK-ON,OFF
2021-12-10,🟡 REBAL,稀土ETF,159713.SZ,周期资源,16.78,16.71,-0.07,RISK-ON,OFF
2021-12-10,🟡 REBAL,房地产ETF,512200.SH,地产链,16.78,9.55,-7.23,RISK-ON,OFF
2021-12-10,🔴 SELL,军工ETF,512660.SH,高端制造,9.59,0.0,-9.59,RISK-ON,OFF
2021-12-10,🟢 BUY,酒ETF,512690.SH,大消费,0.0,16.71,16.71,RISK-ON,OFF
2021-12-10,🟢 BUY,食品ETF,515170.SH,大消费,0.0,7.16,7.16,RISK-ON,OFF
2021-12-10,🟡 REBAL,钢铁ETF,515210.SH,周期资源,7.19,7.16,-0.03,RISK-ON,OFF
2021-12-10,🔴 SELL,通信ETF,515880.SH,科技成长,7.19,0.0,-7.19,RISK-ON,OFF
2021-12-17,🟡 REBAL,稀土ETF,159713.SZ,周期资源,16.71,6.97,-9.74,RISK-ON,OFF
2021-12-17,🟢 BUY,游戏ETF,159869.SZ,科技成长,0.0,6.97,6.97,RISK-ON,OFF
2021-12-17,🔴 SELL,房地产ETF,512200.SH,地产链,9.55,0.0,-9.55,RISK-ON,OFF
2021-12-17,🔴 SELL,酒ETF,512690.SH,大消费,16.71,0.0,-16.71,RISK-ON,OFF
2021-12-17,🟢 BUY,证券ETF,512880.SH,大金融,0.0,9.29,9.29,RISK-ON,OFF
2021-12-17,🟢 BUY,红利ETF,515080.SH,红利,0.0,9.29,9.29,RISK-ON,OFF
2021-12-17,🔴 SELL,食品ETF,515170.SH,大消费,7.16,0.0,-7.16,RISK-ON,OFF
2021-12-17,🟡 REBAL,钢铁ETF,515210.SH,周期资源,7.16,6.97,-0.19,RISK-ON,OFF
2021-12-17,🟢 BUY,煤炭ETF,515220.SH,周期资源,0.0,16.26,16.26,RISK-ON,OFF
2021-12-24,🔴 SELL,稀土ETF,159713.SZ,周期资源,6.97,0.0,-6.97,RISK-ON,OFF
2021-12-24,🟢 BUY,畜牧ETF,159867.SZ,农业,0.0,16.08,16.08,RISK-ON,OFF
2021-12-24,🟡 REBAL,游戏ETF,159869.SZ,科技成长,6.97,6.89,-0.08,RISK-ON,OFF
2021-12-24,🟢 BUY,房地产ETF,512200.SH,地产链,0.0,9.19,9.19,RISK-ON,OFF
2021-12-24,🟡 REBAL,证券ETF,512880.SH,大金融,9.29,9.19,-0.1,RISK-ON,OFF
2021-12-24,🔴 SELL,红利ETF,515080.SH,红利,9.29,0.0,-9.29,RISK-ON,OFF
2021-12-24,🟢 BUY,食品ETF,515170.SH,大消费,0.0,6.89,6.89,RISK-ON,OFF
2021-12-24,🔴 SELL,钢铁ETF,515210.SH,周期资源,6.97,0.0,-6.97,RISK-ON,OFF
2021-12-24,🟡 REBAL,煤炭ETF,515220.SH,周期资源,16.26,6.89,-9.37,RISK-ON,OFF
2021-12-31,🟡 REBAL,畜牧ETF,159867.SZ,农业,16.08,16.26,0.18,RISK-ON,OFF
2021-12-31,🟡 REBAL,游戏ETF,159869.SZ,科技成长,6.89,16.26,9.37,RISK-ON,OFF
2021-12-31,🟢 BUY,有色ETF,159980.SZ,周期资源,0.0,6.97,6.97,RISK-ON,OFF
2021-12-31,🟡 REBAL,房地产ETF,512200.SH,地产链,9.19,16.26,7.07,RISK-ON,OFF
2021-12-31,🔴 SELL,证券ETF,512880.SH,大金融,9.19,0.0,-9.19,RISK-ON,OFF
2021-12-31,🔴 SELL,食品ETF,515170.SH,大消费,6.89,0.0,-6.89,RISK-ON,OFF
2021-12-31,🔴 SELL,煤炭ETF,515220.SH,周期资源,6.89,0.0,-6.89,RISK-ON,OFF
2022-01-07,🟡 REBAL,畜牧ETF,159867.SZ,农业,16.26,17.1,0.84,RISK-ON,OFF
2022-01-07,🟡 REBAL,游戏ETF,159869.SZ,科技成长,16.26,7.33,-8.93,RISK-ON,OFF
2022-01-07,🟡 REBAL,有色ETF,159980.SZ,周期资源,6.97,7.33,0.36,RISK-ON,OFF
2022-01-07,🟡 REBAL,房地产ETF,512200.SH,地产链,16.26,9.77,-6.49,RISK-ON,OFF
2022-01-07,🟢 BUY,红利ETF,515080.SH,红利,0.0,17.1,17.1,RISK-ON,OFF
2022-01-14,🔴 SELL,畜牧ETF,159867.SZ,农业,17.1,0.0,-17.1,RISK-OFF,OFF
