trade_week,pnl_wf
2024-07-26,-0.010745514341952903
2024-08-02,0.02479949968594833
2024-08-09,-0.016064925937582814
2024-08-16,0.008236316534233097
2024-08-23,0.007882044869922049
2024-08-30,0.0027238269266676735
2024-09-06,-0.0009051437267505398
2024-09-13,0.014782065912803186
2024-09-20,0.008351551141894188
2024-09-27,0.013533940973674151
2024-09-30,0.09362605421719673
2024-10-11,-0.039461506655096026
2024-10-18,0.046190021761811834
2024-10-25,0.0015985084568509891
2024-11-01,-0.014139531849500155
2024-11-08,0.05065547086446909
2024-11-15,-0.02546606016621209
2024-11-22,-0.012150141382075203
2024-11-29,0.009306589109864295
2024-12-06,0.012686228261602093
2024-12-13,-0.0014658166588661608
2024-12-20,-0.014598399985314942
2024-12-27,0.0003472804275359429
2025-01-03,-0.0300465791963395
2025-01-10,0.0016977492176672238
2025-01-17,0.007624192040321261
2025-01-24,-0.0010889218536116298
2025-01-27,-0.008537087073747684
2025-02-07,0.043090724177207655
2025-02-14,0.014516045661300051
2025-02-21,0.020310411538038378
2025-02-28,-0.026593921593408704
2025-03-07,0.013912304124299125
2025-03-14,-0.004493019684771471
2025-03-21,-0.006491825982751147
2025-03-28,-0.005007565872124378
2025-04-03,0.001432016393336273
2025-04-11,-0.007865688040101284
2025-04-18,-0.0003053244724580475
2025-04-25,-0.003215782589562278
2025-04-30,-0.004252841243699403
2025-05-09,0.00490098857562278
2025-05-16,0.003032632833403575
2025-05-23,0.0027555014509000023
2025-05-30,-0.006666568985944574
2025-06-06,0.008581204210896679
2025-06-13,0.013164688420517186
2025-06-20,-0.012695774476436822
2025-06-27,0.013425203701238873
2025-07-04,0.0002056033881744932
2025-07-11,0.0221391091426671
2025-07-18,0.012274148170417798
2025-07-25,0.01021199286676016
2025-08-01,-0.010037153146120146
2025-08-08,0.006705928831191205
2025-08-15,0.043347607182007496
2025-08-22,0.05418173920533971
2025-08-29,0.04223336440985774
2025-09-05,-0.01051146960269375
2025-09-12,0.016892047015319447
2025-09-19,0.010107901509515458
2025-09-26,0.019478158895868965
2025-09-30,0.025484048023953917
2025-10-10,-0.01368106289586398
2025-10-17,-0.017035270778698344
2025-10-24,-0.0016403673804051971
2025-10-31,0.006740422632696947
2025-11-07,0.028370784246087966
2025-11-14,-0.008153427183672124
2025-11-21,-0.03585444223387798
2025-11-28,0.004434179447412644
2025-12-05,0.003949487472540229
2025-12-12,0.001180390286156082
2025-12-19,-0.0016764309496748147
2025-12-26,0.020800834371924214
2025-12-31,0.004268299295434778
2026-01-09,0.04067871707426142
2026-01-16,-0.004864024232412492
2026-01-23,0.011335674984072959
2026-01-30,-0.018124734298975636
2026-02-06,-0.016509159319531532
2026-02-13,0.0015223982592470642
2026-02-27,0.026633192616115322
2026-03-06,0.004374333909253235
2026-03-13,-0.0046719005240238335
2026-03-20,-0.02649182835980961
2026-03-27,-0.009162322386454218
2026-04-03,-0.01013203305992709
2026-04-10,0.00507270753632094
2026-04-17,0.019465051334841398
2026-04-23,0.006753969561442211
